,Zone1,Zone2,Zone3,Zone4
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0022624434389140274,0.0,0.0
45,0.0011312217194570137,0.007918552036199095,0.0,0.0
46,0.004524886877828055,0.019230769230769232,0.0,0.0
47,0.012443438914027148,0.04751131221719457,0.0,0.0
48,0.02828054298642534,0.10407239819004525,0.0,0.0
49,0.06561085972850679,0.22624434389140272,0.0,0.0
50,0.14705882352941177,0.43552036199095023,0.0,0.0
51,0.3076923076923077,0.7251131221719457,0.0,0.0
52,0.5305429864253394,1.0,0.0,0.0
53,0.5904977375565611,0.8574660633484162,0.0,0.0
54,0.6515837104072398,0.7420814479638009,0.0,0.0
55,0.670814479638009,0.6119909502262444,0.0,0.0
56,0.6470588235294118,0.4920814479638009,0.0,0.0
57,0.5972850678733032,0.39819004524886875,0.004524886877828055,0.0011312217194570137
58,0.5418552036199095,0.3212669683257919,0.012443438914027148,0.004524886877828055
59,0.48868778280542985,0.25339366515837103,0.021493212669683258,0.012443438914027148
60,0.4445701357466063,0.19909502262443438,0.03167420814479638,0.024886877828054297
61,0.3936651583710407,0.16515837104072398,0.04072398190045249,0.03959276018099547
62,0.34502262443438914,0.13009049773755657,0.057692307692307696,0.05656108597285068
