dolphin_id,sight_date,lat,lon
78,8/12/00,35.918920,-75.639800
78,8/24/00,35.820380,-75.612400
78,8/24/00,35.855520,-75.613950
78,9/10/00,35.868270,-75.619980
78,9/11/00,35.850950,-75.611420
78,9/12/00,35.839080,-75.605320
78,11/13/00,34.684670,-76.677830
78,11/15/01,34.673970,-76.633220
78,11/28/01,34.651830,-76.560500
78,12/13/01,34.667330,-76.571670
78,11/18/03,34.676070,-76.669220
78,11/21/03,34.668830,-76.608500
78,12/9/03,34.650830,-76.559170
78,4/7/05,34.623330,-76.536170
78,11/2/06,34.656000,-76.577830
78,11/15/06,34.754830,-76.687170
78,11/28/08,34.641170,-76.550670
78,2/2/09,34.649500,-76.556330
78,12/22/09,34.674000,-76.637670
78,8/21/11,35.769490,-75.587080
78,9/12/12,35.881420,-75.624480
79,2/22/96,34.665330,-76.596330
79,12/27/96,34.663000,-76.593170
79,12/30/96,34.674500,-76.629830
79,1/13/97,34.665330,-76.596330
79,2/7/97,34.635500,-76.521600
80,11/20/94,34.665330,-76.596330
80,2/2/98,34.676330,-76.643670
80,9/14/98,34.998960,-76.729080
80,10/20/98,34.982860,-76.585480
80,2/11/99,34.673470,-76.629920
80,2/26/99,34.663330,-76.590830
80,7/26/99,35.816680,-75.596620
80,10/19/99,35.091810,-76.607160
80,7/17/00,35.364860,-76.343960
80,1/29/01,34.691500,-76.685500
80,12/3/01,34.674830,-76.631670
80,3/6/02,34.643330,-76.547170
80,7/1/03,35.110810,-75.941040
80,3/18/04,34.678830,-76.662830
80,3/25/04,34.622670,-76.544670
80,3/25/05,34.670330,-76.621170
81,11/13/91,34.673470,-76.629920
81,11/24/92,34.665330,-76.596330
81,2/9/93,34.665330,-76.596330
81,3/12/94,34.625830,-76.542730
81,3/31/94,34.665330,-76.596330
81,4/18/94,34.673470,-76.629920
81,4/21/94,34.625830,-76.542730
81,12/6/94,34.653120,-76.572430
81,3/16/95,34.665330,-76.596330
81,3/20/95,34.653120,-76.572430
81,11/3/95,34.628130,-76.555480
81,12/14/96,34.665330,-76.596330
81,12/17/96,34.665330,-76.596330
81,12/22/96,34.665330,-76.596330
81,2/7/97,34.635500,-76.521600
81,9/28/98,35.006530,-76.522850
81,1/13/99,34.669620,-76.641070
82,10/22/94,34.653120,-76.572430
82,1/26/95,34.625830,-76.542730
82,2/27/95,34.665330,-76.596330
82,3/16/95,34.665330,-76.596330
82,4/16/95,34.625830,-76.542730
82,11/3/95,34.628130,-76.555480
82,11/6/95,34.691220,-76.687220
82,11/9/95,34.673470,-76.629920
82,2/22/96,34.595870,-76.540300
82,2/22/96,34.665330,-76.596330
82,2/25/96,34.673470,-76.629920
82,12/14/96,34.665330,-76.596330
82,12/17/96,34.665330,-76.596330
82,1/3/98,34.685670,-76.665670
82,1/20/99,34.685830,-76.672830
82,1/25/99,34.685830,-76.673000
82,3/25/04,34.622670,-76.544670
82,12/16/04,34.676070,-76.669220
82,2/2/06,34.673470,-76.629920
82,2/8/06,34.692330,-76.694000
82,2/23/06,34.666330,-76.558830
82,3/30/06,34.673170,-76.635000
83,12/14/96,34.665330,-76.596330
83,3/4/98,34.673470,-76.629920
83,7/30/98,35.095350,-76.581050
83,8/4/98,34.967080,-76.585400
83,10/30/98,34.984500,-76.488760
83,1/10/99,34.704170,-76.674170
83,1/20/99,34.685830,-76.672830
84,12/30/96,34.674500,-76.629830
84,2/3/97,34.653120,-76.572430
84,3/18/04,34.678830,-76.662830
84,3/30/06,34.673170,-76.635000
85,1/26/97,34.658830,-76.579330
86,12/27/96,34.663000,-76.593170
87,10/22/94,34.653120,-76.572430
88,11/14/89,34.724700,-76.666070
88,4/16/02,34.729000,-76.669000
88,4/24/02,34.733830,-76.680170
88,9/20/02,34.689300,-76.628420
88,3/25/03,34.676500,-76.644500
88,6/30/03,34.697500,-76.670330
88,9/10/04,34.792000,-76.686330
88,7/5/05,34.735500,-76.676330
88,8/11/05,34.770270,-76.685820
88,9/20/05,34.709330,-76.588000
88,10/10/10,34.680830,-76.614070
89,12/30/96,34.674500,-76.629830
90,11/3/94,34.730320,-76.685470
91,1/26/95,34.625830,-76.542730
91,2/27/95,34.665330,-76.596330
91,2/22/96,34.665330,-76.596330
91,12/14/96,34.665330,-76.596330
91,12/17/96,34.665330,-76.596330
91,1/20/99,34.685830,-76.672830
91,3/25/04,34.622670,-76.544670
92,12/13/95,34.691220,-76.687220
92,12/27/95,34.665330,-76.596330
92,1/3/98,34.685670,-76.665670
92,2/11/99,34.673470,-76.629920
92,3/3/04,34.667670,-76.605330
92,3/18/04,34.678830,-76.662830
92,3/25/04,34.622670,-76.544670
92,2/2/06,34.673470,-76.629920
92,2/8/06,34.692330,-76.694000
92,2/23/06,34.666330,-76.558830
93,12/22/96,34.665330,-76.596330
94,4/23/90,34.716330,-76.668700
94,11/30/94,34.673470,-76.629920
94,8/31/13,36.933717,-76.017100
95,7/19/95,34.712750,-76.717980
95,3/30/96,34.676070,-76.669220
95,4/17/96,34.629000,-76.538330
95,4/25/96,34.665330,-76.596330
95,5/9/96,34.723330,-76.669330
95,10/22/96,34.625830,-76.542730
95,7/5/97,35.794400,-75.574700
95,10/1/97,34.692000,-76.596670
95,10/23/97,34.673470,-76.629920
95,4/24/98,34.632500,-76.521600
95,6/11/98,35.835830,-75.604170
95,6/17/98,35.770830,-75.572500
95,6/26/98,35.787670,-75.572480
95,7/6/98,35.794250,-75.578080
95,7/8/98,35.797780,-75.581720
95,7/12/98,35.826500,-75.592000
95,8/17/98,35.879750,-75.623320
95,9/11/98,35.787530,-75.576300
95,9/13/98,35.789670,-75.524670
95,6/14/99,35.849830,-75.610280
95,6/16/99,35.819780,-75.594830
95,6/17/99,35.816180,-75.594970
95,6/18/99,35.784500,-75.574780
95,6/24/99,35.792370,-75.576000
95,6/24/99,35.818570,-75.598080
95,6/25/99,35.782030,-75.574450
95,6/26/99,35.769680,-75.541150
95,7/3/99,35.814300,-75.591470
95,7/13/99,35.892120,-75.629220
95,7/14/99,35.929580,-75.625280
95,7/21/99,35.854080,-75.613100
95,7/21/99,35.887250,-75.628350
95,7/23/99,35.833870,-75.612950
95,8/19/99,35.838670,-75.590970
95,8/19/99,35.922350,-75.649080
95,8/22/99,35.880800,-75.624630
95,6/20/00,35.804080,-75.585670
95,7/4/00,35.800340,-75.583750
95,7/25/00,35.893500,-75.630770
95,7/27/00,35.865170,-75.617530
95,8/18/00,35.913400,-75.638550
95,9/20/00,35.823330,-75.598880
95,4/30/02,34.699000,-76.675000
95,9/20/02,34.689300,-76.628420
95,10/5/02,34.669000,-76.599000
95,9/26/03,34.627500,-76.562830
95,10/23/03,34.695170,-76.575500
95,9/30/04,34.673470,-76.629920
95,2/13/05,34.641350,-77.086930
95,5/9/05,34.618000,-76.546170
95,5/11/05,34.615670,-76.544000
95,5/19/05,34.618330,-76.534500
95,10/22/05,34.616830,-76.534170
95,7/8/06,35.813970,-75.594620
95,10/19/06,34.639000,-76.546500
95,10/13/07,35.797570,-75.581280
95,5/1/08,34.652330,-76.568500
95,8/23/08,35.941760,-75.687050
95,9/30/08,35.796180,-75.571910
95,5/22/09,35.809380,-75.589160
95,6/16/09,35.849900,-75.611150
95,8/1/09,35.812180,-75.591180
95,10/21/09,34.667170,-76.608500
95,4/20/10,34.650500,-76.567670
95,6/13/10,35.829370,-75.598170
95,6/17/10,35.839930,-75.605820
95,6/23/10,35.791150,-75.562130
95,8/12/11,35.817750,-75.593770
95,8/12/11,35.821000,-75.596150
95,5/29/12,35.853120,-75.612250
95,5/17/13,35.823800,-75.597530
