,Zone1,Zone2,Zone3,Zone4
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0035149384885764497,0.0,0.0
45,0.0017574692442882249,0.005272407732864675,0.0,0.0
46,0.0035149384885764497,0.01054481546572935,0.0,0.0
47,0.008787346221441126,0.019332161687170474,0.0,0.0
48,0.015817223198594025,0.033391915641476276,0.0,0.0
49,0.026362038664323375,0.05799648506151142,0.0,0.0
50,0.0421792618629174,0.09490333919156414,0.0,0.0
51,0.06854130052724078,0.1616871704745167,0.0,0.0
52,0.10896309314586995,0.24253075571177504,0.0,0.0
53,0.1687170474516696,0.3444639718804921,0.0,0.0
54,0.2583479789103691,0.4780316344463972,0.0,0.0
55,0.37258347978910367,0.6186291739894552,0.0,0.0
56,0.5114235500878734,0.7311072056239016,0.0,0.0
57,0.6678383128295254,0.8154657293497364,0.0017574692442882249,0.0
58,0.789103690685413,0.8576449912126538,0.007029876977152899,0.0017574692442882249
59,0.8998242530755711,0.8558875219683656,0.014059753954305799,0.008787346221441126
60,0.9648506151142355,0.7820738137082601,0.026362038664323375,0.015817223198594025
61,0.9912126537785588,0.7012302284710018,0.0351493848857645,0.029876977152899824
62,1.0,0.5905096660808435,0.0492091388400703,0.043936731107205626
