,Patch,National Database Number,State,Latitude,Longitude,Observation Date,Estimated_Infection_Date,Sex,Age Class
4163,Full,SE-2011-1137992,NC,35.37767,Ð75.49878,2011-12-10,2011-11-18,FEMALE,PUP/CALF
4168,Full,SE-2011-1136817,NC,36.15982,Ð75.74134,2011-11-07,2011-10-01,UNKNOWN,
4181,Full,SE-2011-1137707,NC,35.11522,Ð75.98737,2011-11-26,2011-11-06,FEMALE,ADULT
4196,Full,SE-2011-1136820,NC,35.06991,Ð76.00222,2011-11-06,2011-10-17,FEMALE,ADULT
4205,Full,SE-2012-1139316,NC,34.9321,Ð76.79821,2012-02-13,2012-01-20,MALE,SUBADULT
4209,Full,SE-2011-1138421,GA,31.91055,Ð80.93667,2011-12-08,2011-11-09,MALE,UNKNOWN
4215,Full,SE-2011-1138529,SC,32.137153,Ð80.757603,2011-11-15,2011-10-22,MALE,PUP/CALF
4222,Full,SE-2012-1139361,NC,36.49994,Ð75.85699,2012-02-16,2012-01-27,MALE,ADULT
4235,Full,NE-2011-1138810,VA,37.14377,Ð75.86979,2011-12-30,2011-11-24,UNKNOWN,UNKNOWN
4272,Full,NE-2010-1139032,DE,38.47291,Ð75.04956,2010-08-14,2010-07-23,FEMALE,PUP/CALF
4277,Full,SE-2012-1138975,SC,32.5581,Ð80.17149,2012-01-28,2011-12-22,MALE,YEARLING
4280,Full,SE-2011-1138416,GA,31.87692,Ð80.97199,2011-12-01,2011-10-27,UNKNOWN,UNKNOWN
4320,Full,SE-2011-1138531,SC,32.33265,Ð80.46297,2011-12-19,2011-11-25,FEMALE,ADULT
4335,Full,SE-2011-1136818,NC,36.26953,Ð75.78891,2011-11-07,2011-10-10,MALE,ADULT
4341,Full,SE-2012-1138789,NC,33.913492,Ð78.265892,2012-01-21,2011-12-26,FEMALE,
4342,Full,NE-2012-1138811,VA,37.089105,Ð75.977165,2012-01-06,2011-12-16,MALE,UNKNOWN
4388,Full,SE-2011-1136862,NC,34.29213,Ð77.71507,2011-11-10,2011-10-14,MALE,
4435,Full,SE-2011-1138530,SC,32.5692,Ð80.20798,2011-12-10,2011-11-14,FEMALE,SUBADULT
4452,Full,SE-2011-1138415,GA,30.9726,Ð81.4062,2011-11-18,2011-10-15,MALE,UNKNOWN
4463,Full,NE-2011-1137595,NJ,39.151467,Ð74.691077,2011-10-19,2011-10-03,FEMALE,ADULT
4468,Full,SE-2011-1138532,SC,32.75913,Ð79.85911,2011-12-28,2011-12-06,MALE,PUP/CALF
4481,Full,NE-2011-1137248,NJ,39.089804,Ð74.720427,2011-10-18,2011-09-23,MALE,PUP/CALF
4498,Full,SE-2012-1143913,SC,32.6628,Ð79.9202,2012-06-15,2012-05-27,MALE,PUP/CALF
4499,Full,NE-2012-1143948,NJ,39.352744,Ð74.438718,2012-06-01,2012-05-02,UNKNOWN,
4505,Full,SE-2012-1140646,NC,35.12136,Ð75.92543,2012-03-23,2012-02-22,MALE,PUP/CALF
4515,Full,SE-2012-1141445,NC,35.56548,Ð75.4615,2012-04-03,2012-03-06,FEMALE,SUBADULT
4517,Full,NE-2012-1141457,VA,36.664466,Ð75.904907,2012-03-15,2012-02-20,MALE,UNKNOWN
4520,Full,SE-2012-1141479,NC,34.90023,Ð76.25296,2012-04-05,2012-03-17,MALE,
4523,Full,NE-2012-1143871,DE,38.957273,Ð75.308533,2012-06-08,2012-05-13,FEMALE,ADULT
4528,Full,SE-2012-1141480,NC,34.91425,Ð76.23508,2012-04-05,2012-03-15,MALE,
4529,Full,SE-2012-1141481,NC,34.60338,Ð76.54408,2012-04-05,2012-03-11,MALE,
4532,Full,SE-2012-1143911,SC,32.59136,Ð80.11739,2012-06-01,2012-05-10,FEMALE,YEARLING
4533,Full,SE-2012-1143914,SC,32.63749,Ð80.00929,2012-06-19,2012-05-26,MALE,PUP/CALF
4534,Full,NE-2012-1143873,DE,38.502778,Ð75.051667,2012-05-20,2012-04-30,UNKNOWN,PUP/CALF
4556,Full,SE-2012-1139498,SC,33.60617,Ð78.96948,2012-02-09,2012-01-17,FEMALE,YEARLING
4557,Full,SE-2012-1139499,SC,32.11763,Ð80.82793,2012-02-12,2012-01-11,UNKNOWN,SUBADULT
4562,Full,SE-2012-1140324,GA,31.87757,Ð81.05702,2012-03-13,2012-02-23,MALE,PUP/CALF
4566,Full,SE-2012-1139501,SC,32.79094,Ð79.77275,2012-02-16,2012-01-16,FEMALE,ADULT
4575,Full,SE-2012-1142549,NC,36.3572,Ð75.81872,2012-04-28,2012-04-06,MALE,PUP/CALF
4586,Full,SE-2012-1142571,NC,35.48585,Ð75.47857,2012-04-28,2012-04-10,FEMALE,PUP/CALF
4595,Full,SE-2012-1142713,SC,32.693817,Ð79.903233,2012-04-28,2012-04-04,FEMALE,PUP/CALF
4604,Full,NE-2012-1142936,VA,37.1343,Ð75.97157,2012-04-24,2012-04-04,UNKNOWN,
4606,Full,NE-2012-1142486,VA,36.928037,Ð76.006787,2012-04-02,2012-03-06,MALE,UNKNOWN
4608,Full,SE-2012-1142874,NC,35.12453,Ð75.91901,2012-05-07,2012-04-14,FEMALE,ADULT
4612,Full,SE-2012-1140132,NC,35.22105,Ð75.65453,2012-03-11,2012-02-16,FEMALE,
4613,Full,SE-2012-1140134,NC,35.23363,Ð75.56393,2012-03-13,2012-02-15,MALE,SUBADULT
4630,Full,SE-2012-1139729,GA,31.15846,Ð81.49911,2012-03-01,2012-02-05,MALE,SUBADULT
4636,Full,SE-2012-1140325,GA,31.28235,Ð81.38122,2012-03-19,2012-02-23,UNKNOWN,ADULT
4652,Full,SE-2012-1143440,SC,32.482528,Ð80.323472,2012-05-20,2012-04-19,MALE,PUP/CALF
4654,Full,NE-2012-1143111,DE,38.637778,Ð75.065278,2012-05-06,2012-03-31,UNKNOWN,ADULT
4659,Full,NE-2012-1143643,VA,37.11323,Ð76.32388,2012-05-03,2012-03-23,MALE,UNKNOWN
4660,Full,NE-2012-1143648,VA,36.76676,Ð75.95126,2012-05-07,2012-04-10,UNKNOWN,UNKNOWN
4661,Full,NE-2012-1143693,VA,37.5485,Ð76.3281,2012-05-23,2012-04-22,MALE,UNKNOWN
4662,Full,NE-2012-1143712,VA,36.93168,Ð76.03755,2012-05-28,2012-04-29,FEMALE,UNKNOWN
4668,Full,NE-2012-1143220,DE,38.593319,Ð75.058787,2012-05-21,2012-04-18,UNKNOWN,ADULT
4669,Full,NE-2012-1143308,NJ,39.291918,Ð74.551772,2012-05-08,2012-04-03,UNKNOWN,PUP/CALF
4670,Full,NE-2012-1143309,NY,40.5539,Ð73.9125,2012-05-24,2012-04-30,MALE,ADULT
4671,Full,SE-2012-1140342,GA,31.13689,Ð81.40566,2012-03-26,2012-03-04,FEMALE,UNKNOWN
4687,Full,SE-2012-1140104,NC,33.91424,Ð78.17929,2012-03-16,2012-02-17,MALE,YEARLING
4697,Full,SE-2012-1142050,NC,35.56179,Ð75.46163,2012-04-19,2012-03-28,MALE,ADULT
4698,Full,SE-2012-1140135,NC,35.19881,Ð75.71928,2012-03-15,2012-02-23,UNKNOWN,YEARLING
4699,Full,SE-2012-1140133,NC,35.22105,Ð75.65453,2012-03-11,2012-02-04,FEMALE,
4700,Full,SE-2012-1140159,NC,36.16438,Ð75.74321,2012-03-18,2012-02-25,MALE,SUBADULT
4702,Full,SE-2012-1142051,NC,35.57652,Ð75.46133,2012-04-20,2012-03-30,MALE,PUP/CALF
4710,Full,SE-2012-1139500,SC,32.78611,Ð79.909,2012-02-15,2012-01-23,FEMALE,ADULT
4727,Full,SE-2012-1140323,GA,31.9918,Ð80.8461,2012-03-11,2012-02-15,UNKNOWN,ADULT
4732,Full,NE-2012-1140570,VA,36.66556,Ð75.90825,2012-03-14,2012-02-21,MALE,UNKNOWN
4738,Full,SE-2012-1139495,GA,30.78201,Ð81.45638,2012-02-22,2012-01-24,MALE,SUBADULT
4744,Full,SE-2012-1140648,NC,35.22808,Ð75.62676,2012-03-26,2012-02-19,MALE,PUP/CALF
4766,Full,SE-2012-1140647,NC,35.101925,Ð75.960564,2012-03-24,2012-03-05,MALE,PUP/CALF
4767,Full,SE-2012-1140665,SC,32.71415,Ð80.694478,2012-03-16,2012-02-11,FEMALE,ADULT
4768,Full,SE-2012-1140666,SC,32.197483,Ð80.790994,2012-03-16,2012-02-17,FEMALE,PUP/CALF
4781,Full,SE-2012-1139773,NC,35.22796,Ð75.52731,2012-03-07,2012-02-17,MALE,PUP/CALF
4782,Full,SE-2012-1141449,NC,34.89932,Ð76.25402,2012-03-29,2012-03-08,FEMALE,ADULT
4784,Full,SE-2012-1141482,NC,36.27119,Ð75.78945,2012-04-07,2012-03-13,MALE,SUBADULT
4785,Full,SE-2012-1141485,NC,35.035,Ð76.0788,2012-04-02,2012-02-27,MALE,
4821,Full,SE-2012-1141688,GA,31.13066,Ð81.46266,2012-04-08,2012-03-05,MALE,ADULT
4822,Full,SE-2012-1141691,GA,31.9809,Ð81.29625,2012-04-15,2012-03-25,FEMALE,ADULT
4827,Full,SE-2012-1140335,NC,35.17703,Ð75.79161,2012-03-19,2012-02-24,FEMALE,SUBADULT
4835,Full,SE-2012-1143931,NC,35.95519,Ð76.3026,2012-06-22,2012-05-25,MALE,
4846,Full,SE-2012-1143996,NC,35.67817,Ð75.48393,2012-06-23,2012-05-19,MALE,
4888,Full,NE-2012-1142933,VA,37.13676,Ð75.972193,2012-04-20,2012-03-29,MALE,UNKNOWN
4889,Full,NE-2012-1142939,VA,36.58988,Ð75.8761,2012-04-30,2012-04-05,FEMALE,UNKNOWN
4907,Full,SE-2012-1144169,SC,32.798779,Ð79.779484,2012-06-25,2012-05-29,MALE,PUP/CALF
4918,Full,SE-2012-1144170,NC,34.71146,Ð76.945637,2012-07-03,2012-06-08,UNKNOWN,SUBADULT
4920,Full,NE-2012-1144189,NJ,39.031628,Ð74.772461,2012-06-13,2012-05-13,UNKNOWN,YEARLING
4924,Full,SE-2012-1141461,SC,32.78716,Ð79.90997,2012-03-20,2012-02-29,MALE,YEARLING
4925,Full,SE-2012-1141483,NC,34.69358,Ð76.68481,2012-03-30,2012-03-11,FEMALE,
4927,Full,NE-2012-1142886,VA,36.70339,Ð75.927375,2012-04-18,2012-03-28,MALE,UNKNOWN
4928,Full,NE-2012-1142938,VA,37.21877,Ð76.43795,2012-04-24,2012-03-18,UNKNOWN,UNKNOWN
4929,Full,NE-2012-1142940,VA,36.55273,Ð75.86828,2012-04-30,2012-04-04,MALE,UNKNOWN
4935,Full,NE-2012-1143118,NJ,39.326642,Ð74.497738,2012-05-04,2012-04-10,MALE,PUP/CALF
4936,Full,SE-2012-1142744,SC,32.185243,Ð80.752569,2012-04-20,2012-03-22,UNKNOWN,PUP/CALF
4939,Full,NE-2012-1142889,VA,37.65199,Ð76.33828,2012-04-19,2012-03-17,MALE,UNKNOWN
4941,Full,SE-2012-1141447,NC,35.62976,Ð75.46898,2012-04-03,2012-03-10,MALE,ADULT
4942,Full,SE-2012-1142570,NC,35.81976,Ð75.55141,2012-04-28,2012-04-13,MALE,PUP/CALF
4945,Full,SE-2012-1141443,NC,35.22508,Ð75.53681,2012-03-31,2012-02-24,FEMALE,ADULT
4952,Full,NE-2012-1143110,DE,38.6325,Ð75.065278,2012-05-05,2012-04-10,UNKNOWN,PUP/CALF
4963,Full,SE-2012-1143315,GA,31.99152,Ð81.10272,2012-05-20,2012-04-21,MALE,ADULT
4965,Full,NE-2012-1143600,NJ,38.962244,Ð74.963179,2012-05-11,2012-04-16,UNKNOWN,PUP/CALF
4974,Full,NE-2012-1143644,VA,36.66004,Ð75.90546,2012-05-07,2012-04-12,MALE,UNKNOWN
4975,Full,NE-2012-1143655,VA,37.87544,Ð75.35234,2012-05-10,2012-04-15,MALE,UNKNOWN
4976,Full,NE-2012-1143656,VA,36.79389,Ð75.96067,2012-05-11,2012-04-10,UNKNOWN,UNKNOWN
4985,Full,NE-2012-1143673,VA,37.09813,Ð75.98022,2012-05-16,2012-04-21,FEMALE,UNKNOWN
4987,Full,NE-2012-1143691,VA,37.5347,Ð76.3293,2012-05-18,2012-04-12,FEMALE,UNKNOWN
4988,Full,NE-2012-1143692,VA,36.6719,Ð75.9123,2012-05-19,2012-04-17,UNKNOWN,UNKNOWN
4989,Full,NE-2012-1143697,VA,36.7454,Ð75.9441,2012-05-25,2012-04-22,MALE,UNKNOWN
4992,Full,NE-2012-1142484,VA,36.75705,Ð75.9474,2012-03-26,2012-02-25,FEMALE,UNKNOWN
5001,Full,NE-2012-1143711,VA,37.4037,Ð75.9732,2012-05-24,2012-04-18,UNKNOWN,UNKNOWN
5002,Full,NE-2012-1143714,VA,37.521698,Ð75.950023,2012-06-03,2012-04-29,FEMALE,UNKNOWN
5003,Full,SE-2012-1143716,NC,35.96379,Ð75.64346,2012-06-13,2012-05-23,MALE,
5004,Full,NE-2012-1143755,VA,36.56518,Ð75.87107,2012-06-05,2012-05-10,FEMALE,UNKNOWN
5005,Full,NE-2012-1143756,VA,36.56518,Ð75.87107,2012-06-05,2012-05-13,FEMALE,UNKNOWN
5006,Full,NE-2012-1143758,VA,36.91168,Ð75.9899,2012-06-05,2012-05-06,MALE,UNKNOWN
5009,Full,SE-2012-1142794,NC,33.87662,Ð78.47169,2012-05-08,2012-04-09,MALE,SUBADULT
5010,Full,SE-2012-1142856,SC,32.59555,Ð80.1775,2012-05-09,2012-04-05,FEMALE,PUP/CALF
5022,Full,SE-2012-1143912,SC,32.48878,Ð80.42203,2012-06-03,2012-05-04,MALE,PUP/CALF
5025,Full,NE-2012-1144433,NJ,39.040132,Ð74.764212,2012-07-02,2012-06-12,MALE,SUBADULT
5028,Full,SE-2012-1144647,SC,32.71766,Ð79.93072,2012-06-25,2012-05-27,FEMALE,ADULT
5029,Full,NE-2012-1144650,VA,37.28763,Ð76.01586,2012-07-14,2012-06-13,MALE,UNKNOWN
5033,Full,SE-2012-1144209,NC,34.4403,Ð77.51921,2012-07-07,2012-06-13,MALE,
5034,Full,SE-2012-1144249,NC,34.69105,Ð76.84425,2012-07-10,2012-06-20,UNKNOWN,ADULT
5036,Full,NE-2012-1144330,NJ,38.945,Ð74.846667,2012-06-23,2012-05-31,UNKNOWN,SUBADULT
5037,Full,NE-2012-1144435,NJ,40.393086,Ð73.974642,2012-07-09,2012-06-04,UNKNOWN,SUBADULT
5055,Full,SE-2012-1144632,GA,32.01707,Ð80.88303,2012-06-26,2012-06-07,MALE,SUBADULT
5059,Full,NE-2012-1144439,NY,40.5527,Ð74.1093,2012-07-11,2012-06-13,MALE,ADULT
5065,Full,SE-2012-1144648,SC,32.393631,Ð80.706296,2012-07-03,2012-06-19,UNKNOWN,SUBADULT
5080,Full,SE-2012-1142329,SC,32.75359,Ð79.84941,2012-04-22,2012-03-23,MALE,PUP/CALF
5090,Full,SE-2012-1141718,SC,32.197825,Ð80.869192,2012-04-13,2012-03-22,MALE,PUP/CALF
5107,Full,SE-2012-1143159,SC,32.76798,Ð79.8734,2012-05-17,2012-04-27,UNKNOWN,PUP/CALF
5109,Full,SE-2012-1143312,GA,31.71648,Ð81.33508,2012-04-29,2012-04-05,MALE,PUP/CALF
5121,Full,SE-2012-1142733,SC,32.74527,Ð79.95002,2012-05-02,2012-04-12,FEMALE,ADULT
5122,Full,SE-2012-1141440,NC,35.22521,Ð75.52785,2012-03-29,2012-03-08,FEMALE,PUP/CALF
5123,Full,SE-2012-1143441,SC,32.74731,Ð80.00744,2012-05-23,2012-05-02,MALE,PUP/CALF
5133,Full,NE-2012-1142485,VA,36.77114,Ð75.95294,2012-04-01,2012-03-01,MALE,UNKNOWN
5135,Full,NE-2012-1142935,VA,37.17571,Ð75.98999,2012-04-21,2012-03-23,MALE,UNKNOWN
5136,Full,SE-2012-1143316,GA,32.04225,Ð80.93595,2012-05-25,2012-05-02,FEMALE,ADULT
5139,Full,NE-2012-1143646,VA,36.88132,Ð76.351073,2012-05-08,2012-04-15,MALE,UNKNOWN
5141,Full,NE-2012-1143654,VA,37.05058,Ð76.28558,2012-05-08,2012-04-02,FEMALE,UNKNOWN
5142,Full,NE-2012-1143657,VA,37.16607,Ð75.98815,2012-05-15,2012-04-17,MALE,UNKNOWN
5147,Full,SE-2012-1142714,SC,32.667117,Ð80.131783,2012-04-29,2012-04-07,MALE,PUP/CALF
5148,Full,NE-2012-1142937,VA,37.393364,Ð75.712037,2012-05-02,2012-04-10,UNKNOWN,UNKNOWN
5149,Full,NE-2012-1142489,VA,37.25636,Ð76.02464,2012-04-06,2012-03-09,UNKNOWN,UNKNOWN
5152,Full,NE-2012-1143675,VA,36.927461,Ð76.045922,2012-05-19,2012-05-01,FEMALE,UNKNOWN
5154,Full,NE-2012-1143695,VA,37.8653,Ð75.4481,2012-05-18,2012-04-20,UNKNOWN,UNKNOWN
5156,Full,NE-2012-1143713,VA,37.09663,Ð76.54655,2012-05-31,2012-04-30,FEMALE,UNKNOWN
5157,Full,SE-2012-1143715,NC,36.3634,Ð75.82041,2012-06-13,2012-05-28,FEMALE,
5160,Full,NE-2012-1143653,VA,36.928683,Ð76.170867,2012-05-07,2012-04-12,MALE,UNKNOWN
5163,Full,NE-2012-1143632,NJ,39.994944,Ð74.059985,2012-05-24,2012-04-27,UNKNOWN,ADULT
5167,Full,SE-2012-1141439,NC,35.19088,Ð75.76868,2012-03-27,2012-02-28,FEMALE,UNKNOWN
5171,Full,NE-2012-1143218,DE,38.790168,Ð75.158458,2012-05-21,2012-04-27,UNKNOWN,PUP/CALF
5174,Full,NE-2012-1143915,DE,38.772095,Ð75.083656,2012-05-25,2012-04-27,FEMALE,PUP/CALF
5177,Full,NE-2012-1143950,NJ,40.208233,Ð73.99725,2012-06-06,2012-05-10,UNKNOWN,UNKNOWN
5179,Full,NE-2012-1143645,VA,36.91307,Ð75.99114,2012-05-07,2012-04-14,FEMALE,UNKNOWN
5180,Full,NE-2012-1143674,VA,37.1084,Ð76.2946,2012-05-18,2012-04-14,UNKNOWN,UNKNOWN
5183,Full,NE-2012-1143696,VA,37.82472,Ð75.49565,2012-05-29,2012-04-21,MALE,UNKNOWN
5186,Full,NE-2012-1143221,DE,38.762818,Ð75.081918,2012-05-18,2012-04-21,MALE,PUP/CALF
5188,Full,SE-2012-1143945,NC,33.89328,Ð78.41001,2012-06-23,2012-06-06,FEMALE,
5193,Full,NE-2012-1144291,NJ,39.342234,Ð74.464578,2012-06-10,2012-05-20,MALE,PUP/CALF
5195,Full,SE-2012-1142979,NC,34.59878,Ð76.5322,2012-05-14,2012-04-27,FEMALE,PUP/CALF
5199,Full,NE-2012-1143677,VA,37.06746,Ð76.28092,2012-05-18,2012-04-17,FEMALE,UNKNOWN
5200,Full,NE-2012-1143811,DE,38.9515,Ð75.20324,2012-06-06,2012-05-12,UNKNOWN,SUBADULT
5207,Full,NE-2012-1143951,NJ,39.707335,Ð74.131159,2012-06-07,2012-05-13,UNKNOWN,ADULT
5217,Full,SE-2012-1144290,SC,32.79684,Ð79.78814,2012-06-24,2012-06-02,FEMALE,ADULT
5218,Full,NE-2012-1144292,NJ,39.636827,Ð74.182348,2012-06-18,2012-05-26,UNKNOWN,PUP/CALF
5219,Full,NE-2012-1144293,NJ,39.346667,Ð74.416,2012-06-20,2012-06-05,MALE,PUP/CALF
5223,Full,NE-2012-1144597,VA,37.731774,Ð76.326522,2012-06-17,2012-05-14,FEMALE,UNKNOWN
5224,Full,NE-2012-1144598,VA,36.95595,Ð76.31733,2012-07-11,2012-06-13,MALE,UNKNOWN
5227,Full,SE-2012-1145060,NC,35.23251,Ð75.60255,2012-09-19,2012-08-17,UNKNOWN,
5272,Full,SE-2012-1145127,SC,32.61009,Ð80.02087,2012-09-04,2012-08-11,FEMALE,ADULT
5273,Full,SE-2012-1145128,SC,33.41426,Ð79.1299,2012-09-05,2012-08-16,FEMALE,PUP/CALF
5274,Full,SE-2012-1145129,SC,32.89695,Ð79.60966,2012-09-06,2012-08-14,FEMALE,SUBADULT
5275,Full,SE-2012-1145130,SC,32.9321,Ð79.63462,2012-09-07,2012-08-03,FEMALE,ADULT
5276,Full,NE-2012-1145449,VA,36.92239,Ð75.99726,2012-10-02,2012-08-26,MALE,UNKNOWN
5277,Full,NE-2012-1145450,VA,36.949796,Ð76.242067,2012-10-17,2012-09-26,MALE,UNKNOWN
5287,Full,SE-2012-1145301,NC,34.4721,Ð77.46233,2012-09-19,2012-08-29,MALE,SUBADULT
5288,Full,SE-2012-1145302,NC,35.91173,Ð75.69818,2012-10-15,2012-09-08,MALE,
5289,Full,SE-2012-1145573,NC,35.56289,Ð75.46161,2012-10-31,2012-10-09,FEMALE,SUBADULT
5308,Full,NE-2012-1145062,DE,38.715686,Ð75.075674,2012-05-23,2012-04-30,MALE,PUP/CALF
5316,Full,SE-2012-1145209,NC,33.87605,Ð78.48018,2012-10-08,2012-09-12,FEMALE,
5317,Full,SE-2012-1145210,NC,35.040387,Ð76.097908,2012-10-05,2012-09-16,MALE,SUBADULT
5320,Full,SE-2012-1144947,GA,31.0539,Ð81.40681,2012-08-28,2012-07-24,UNKNOWN,ADULT
5321,Full,SE-2012-1144948,GA,30.86086,Ð81.42216,2012-08-28,2012-07-29,UNKNOWN,UNKNOWN
5340,Full,SE-2012-1145310,GA,31.92922,Ð81.07049,2012-10-17,2012-09-18,FEMALE,SUBADULT
5341,Full,NE-2012-1145311,NJ,39.736178,Ð74.116333,2012-10-10,2012-09-20,FEMALE,YEARLING
5342,Full,SE-2012-1145558,SC,32.35025,Ð80.67175,2012-11-01,2012-09-28,MALE,ADULT
5343,Full,SE-2012-1145559,SC,32.19037,Ð80.69857,2012-11-02,2012-10-07,FEMALE,ADULT
5344,Full,SE-2012-1145560,SC,32.66585,Ð79.91428,2012-11-09,2012-10-13,MALE,YEARLING
5347,Full,NE-2012-1145629,VA,38.001417,Ð75.263278,2012-10-16,2012-09-09,UNKNOWN,UNKNOWN
5354,Full,SE-2012-1145161,NC,36.03014,Ð75.66511,2012-09-28,2012-09-08,FEMALE,SUBADULT
5355,Full,SE-2012-1145162,NC,36.04737,Ð75.6767,2012-10-01,2012-09-03,MALE,ADULT
5356,Full,SE-2012-1145163,NC,35.07597,Ð75.99579,2012-10-02,2012-09-08,MALE,SUBADULT
5357,Full,SE-2012-1145164,NC,35.12295,Ð75.92262,2012-10-03,2012-09-05,MALE,ADULT
5359,Full,SE-2012-1145453,NC,36.0778,Ð76.4196,2012-08-14,2012-07-16,MALE,ADULT
5365,Full,SE-2012-1145517,NC,35.23308,Ð75.55889,2012-11-02,2012-10-12,MALE,SUBADULT
5366,Full,SE-2012-1145518,NC,35.23369,Ð75.56245,2012-11-02,2012-10-17,MALE,
5367,Full,SE-2012-1145519,NC,35.37907,Ð75.49206,2012-11-07,2012-10-19,MALE,ADULT
5369,Full,SE-2012-1144928,NC,35.580919,Ð75.461228,2012-08-28,2012-08-11,MALE,
5370,Full,SE-2012-1144929,NC,34.8736,Ð76.692517,2012-08-29,2012-08-04,FEMALE,YEARLING
5371,Full,SE-2012-1144930,NC,35.9366,Ð75.6218,2012-08-28,2012-08-01,MALE,SUBADULT
5372,Full,SE-2012-1144931,SC,32.1528,Ð80.8502,2012-08-14,2012-07-09,FEMALE,ADULT
5374,Full,SE-2012-1144968,SC,33.5926,Ð78.9823,2012-08-20,2012-07-25,FEMALE,PUP/CALF
5375,Full,SE-2012-1144969,SC,33.50588,Ð79.05952,2012-08-24,2012-08-01,MALE,PUP/CALF
5378,Full,SE-2012-1144977,NC,36.02572,Ð75.66226,2012-09-04,2012-08-10,FEMALE,ADULT
5404,Full,SE-2012-1144965,GA,31.33129,Ð81.44144,2012-09-05,2012-08-08,MALE,UNKNOWN
5406,Full,SE-2012-1145007,GA,31.46622,Ð81.2112,2012-09-07,2012-08-14,MALE,ADULT
5407,Full,SE-2012-1145247,SC,32.7896,Ð79.77621,2012-09-21,2012-08-25,MALE,YEARLING
5408,Full,SE-2012-1145248,SC,32.6636,Ð79.93377,2012-09-23,2012-08-25,MALE,YEARLING
5409,Full,SE-2012-1145249,SC,32.75762,Ð79.85837,2012-10-03,2012-09-04,FEMALE,YEARLING
5410,Full,SE-2012-1145250,SC,32.59955,Ð80.09042,2012-10-07,2012-09-18,UNKNOWN,
5411,Full,SE-2012-1145251,NC,35.940687,Ð76.561299,2012-10-10,2012-09-16,FEMALE,
5412,Full,SE-2012-1145252,SC,32.37818,Ð80.63888,2012-09-27,2012-08-31,FEMALE,ADULT
5413,Full,SE-2012-1145253,SC,32.12184,Ð80.82568,2012-09-30,2012-09-01,MALE,SUBADULT
5419,Full,NE-2012-1144980,VA,37.79049,Ð75.52553,2012-08-23,2012-07-24,FEMALE,UNKNOWN
5420,Full,NE-2012-1144981,VA,37.384103,Ð75.984933,2012-07-27,2012-06-29,FEMALE,UNKNOWN
5421,Full,NE-2012-1144982,VA,37.137518,Ð75.972345,2012-07-28,2012-07-01,MALE,UNKNOWN
5423,Full,NE-2012-1144984,NJ,39.376148,Ð74.427907,2012-08-01,2012-06-30,UNKNOWN,ADULT
5424,Full,SE-2012-1144985,NC,36.52031,Ð75.8619,2012-09-07,2012-08-16,MALE,SUBADULT
5432,Full,NE-2012-1145109,DE,38.771216,Ð75.081875,2012-07-18,2012-06-30,UNKNOWN,
5442,Full,SE-2012-1145039,NC,35.11605,Ð75.93516,2012-09-13,2012-08-21,MALE,PUP/CALF
5449,Full,SE-2012-1145008,GA,31.16476,Ð81.35817,2012-09-08,2012-08-17,FEMALE,YEARLING
5453,Full,NE-2012-1144927,MD,38.1331,Ð75.1767,2012-05-24,2012-04-18,UNKNOWN,UNKNOWN
5479,Full,SE-2012-1144830,SC,32.82006,Ð79.75182,2012-07-12,2012-06-16,FEMALE,ADULT
5480,Full,SE-2012-1144831,SC,32.77479,Ð79.80711,2012-07-13,2012-06-22,MALE,YEARLING
5482,Full,NE-2012-1145667,VA,37.01606,Ð76.29827,2012-10-27,2012-09-20,MALE,UNKNOWN
5498,Full,NE-2012-1144902,MD,38.4176,Ð75.05464,2012-06-06,2012-05-05,FEMALE,PUP/CALF
5499,Full,SE-2012-1144907,NC,35.33256,Ð75.50434,2012-08-24,2012-07-23,UNKNOWN,ADULT
5500,Full,SE-2012-1144832,SC,33.33389,Ð79.16423,2012-08-05,2012-07-10,FEMALE,PUP/CALF
5501,Full,SE-2012-1144834,SC,32.12352,Ð80.640064,2012-08-06,2012-07-03,FEMALE,ADULT
5504,Full,SE-2012-1144837,NC,36.54203,Ð75.86572,2012-08-21,2012-08-05,UNKNOWN,ADULT
5507,Full,SE-2012-1145608,GA,30.96688,Ð81.40575,2012-11-18,2012-10-14,UNKNOWN,PUP/CALF
5508,Full,SE-2012-1145609,GA,31.05926,Ð81.40498,2012-11-03,2012-10-16,MALE,SUBADULT
5510,Full,NE-2012-1145611,MD,38.338328,Ð75.080294,2012-10-27,2012-09-29,FEMALE,SUBADULT
5513,Full,SE-2012-1145614,SC,32.44556,Ð80.48157,2012-11-13,2012-10-15,MALE,ADULT
5515,Full,NE-2012-1144790,NJ,39.186523,Ð74.669364,2012-07-28,2012-07-08,UNKNOWN,ADULT
5516,Full,NE-2012-1144792,NJ,39.124309,Ð74.707895,2012-07-29,2012-07-10,MALE,ADULT
5523,Full,SE-2012-1144797,NC,36.00317,Ð75.64889,2012-08-01,2012-07-10,MALE,ADULT
5526,Full,SE-2012-1144814,SC,33.3771,Ð79.1282,2012-08-02,2012-07-13,MALE,SUBADULT
5537,Full,NE-2012-1145527,NJ,39.342745,Ð74.462652,2012-09-18,2012-08-19,FEMALE,ADULT
5548,Full,NE-2012-1145390,DE,38.516676,Ð75.052199,2012-09-27,2012-09-02,FEMALE,YEARLING
5555,Full,NE-2012-1145047,VA,37.19975,Ð76.01047,2012-08-04,2012-07-10,MALE,UNKNOWN
