,Patch,National Database Number,State,Latitude,Longitude,Observation Date,Estimated_Infection_Date,Sex,Age Class
8317,Full,NE-2013-1152083,NJ,39.010167,Ð74.790927,2013-09-02,2013-08-14,FEMALE,ADULT
8318,Full,SE-2014-1155368,GA,30.77172,Ð81.45837,2014-01-27,2014-01-10,FEMALE,ADULT
8319,Full,SE-2014-1155369,GA,30.763915,Ð81.459178,2014-01-17,2013-12-25,UNKNOWN,PUP/CALF
8323,Full,NE-2013-1149654,VA,37.32887,Ð76.01483,2013-08-05,2013-06-26,MALE,UNKNOWN
8324,Full,NE-2013-1149655,VA,37.8169,Ð76.67424,2013-08-07,2013-07-09,FEMALE,UNKNOWN
8325,Full,NE-2013-1149657,VA,37.23647,Ð76.01279,2013-08-07,2013-07-09,UNKNOWN,UNKNOWN
8326,Full,NE-2013-1149658,VA,37.039401,Ð76.290367,2013-08-07,2013-07-20,MALE,UNKNOWN
8327,Full,NE-2013-1149659,VA,37.68926,Ð75.59031,2013-08-07,2013-07-09,MALE,UNKNOWN
8328,Full,NE-2013-1149660,VA,37.16596,Ð75.98824,2013-08-08,2013-07-19,MALE,UNKNOWN
8329,Full,NE-2013-1149661,VA,37.63983,Ð76.5711,2013-08-04,2013-07-04,MALE,UNKNOWN
8330,Full,NE-2013-1149662,VA,37.386063,Ð76.369391,2013-08-03,2013-06-29,UNKNOWN,UNKNOWN
8331,Full,NE-2013-1149663,VA,37.138039,Ð75.972759,2013-08-09,2013-07-24,MALE,UNKNOWN
8332,Full,NE-2013-1149664,VA,37.2518,Ð76.02332,2013-08-07,2013-07-12,MALE,UNKNOWN
8335,Full,NE-2013-1148254,MD,38.16335,Ð75.161094,2013-04-20,2013-03-25,MALE,ADULT
8342,Full,NE-2013-1150464,VA,36.92733,Ð76.0055,2013-08-25,2013-07-24,UNKNOWN,UNKNOWN
8343,Full,NE-2013-1150465,VA,36.93179,Ð76.0297,2013-08-26,2013-07-24,FEMALE,UNKNOWN
8344,Full,NE-2013-1150466,VA,36.761475,Ð75.949553,2013-08-24,2013-07-18,UNKNOWN,UNKNOWN
8346,Full,NE-2013-1150472,DE,38.742536,Ð75.079837,2013-08-25,2013-07-21,MALE,ADULT
8347,Full,NE-2013-1150473,DE,38.781944,Ð75.119167,2013-08-18,2013-07-25,FEMALE,SUBADULT
8348,Full,NE-2013-1150479,DE,38.814182,Ð75.093784,2013-08-19,2013-07-17,UNKNOWN,
8349,Full,NE-2013-1155264,DE,39.086083,Ð75.425417,2013-10-13,2013-09-12,MALE,ADULT
8351,Full,SE-2014-1155360,GA,31.01596,Ð81.42223,2014-01-02,2013-12-06,FEMALE,ADULT
8352,Full,SE-2014-1155361,GA,30.75016,Ð81.4597,2014-01-06,2013-12-19,FEMALE,ADULT
8353,Full,SE-2014-1155362,GA,31.53409,Ð81.19236,2014-01-09,2013-12-17,MALE,ADULT
8354,Full,SE-2014-1155363,GA,31.13896,Ð81.41277,2014-01-12,2013-12-09,MALE,SUBADULT
8355,Full,SE-2013-1150183,NC,36.004609,Ð75.649665,2013-08-23,2013-07-24,UNKNOWN,SUBADULT
8357,Full,SE-2014-1156009,SC,32.7567,Ð79.84067,2014-02-25,2014-01-29,MALE,ADULT
8358,Full,SE-2014-1156011,SC,32.76028,Ð79.86096,2014-02-25,2014-01-22,FEMALE,SUBADULT
8359,Full,SE-2014-1156014,SC,32.257247,Ð80.623692,2014-02-27,2014-02-02,UNKNOWN,SUBADULT
8361,Full,SE-2014-1157539,NC,35.23854,Ð75.62854,2014-06-02,2014-04-25,MALE,SUBADULT
8362,Full,SE-2013-1152085,NC,35.56916,Ð75.46149,2013-10-22,2013-09-27,MALE,PUP/CALF
8364,Full,NE-2013-1152703,MD,38.43315,Ð75.051541,2013-10-31,2013-09-30,FEMALE,SUBADULT
8365,Full,SE-2013-1152704,NC,35.1237,Ð75.9216,2013-11-08,2013-10-14,FEMALE,PUP/CALF
8366,Full,SE-2013-1152705,NC,34.58497,Ð76.53264,2013-11-07,2013-10-20,FEMALE,ADULT
8368,Full,SE-2014-1155818,GA,31.69418,Ð81.15356,2014-03-02,2014-01-29,UNKNOWN,SUBADULT
8369,Full,SE-2014-1155821,GA,31.65836,Ð81.19826,2014-03-08,2014-02-14,UNKNOWN,PUP/CALF
8370,Full,SE-2014-1155822,GA,30.92148,Ð81.40395,2014-03-08,2014-02-04,UNKNOWN,PUP/CALF
8371,Full,NE-2013-1149666,VA,37.3465,Ð76.00076,2013-08-07,2013-07-05,UNKNOWN,UNKNOWN
8372,Full,NE-2013-1149676,VA,37.68758,Ð75.58663,2013-08-02,2013-07-09,UNKNOWN,UNKNOWN
8373,Full,NE-2013-1149677,VA,36.689175,Ð75.921265,2013-08-11,2013-07-21,MALE,UNKNOWN
8375,Full,NE-2013-1149679,VA,37.24603,Ð76.02008,2013-08-11,2013-07-05,MALE,UNKNOWN
8377,Full,NE-2013-1148572,NJ,39.188973,Ð74.950853,2013-05-23,2013-05-02,FEMALE,PUP/CALF
8378,Full,SE-2013-1148573,SC,32.92812,Ð79.57352,2013-05-31,2013-04-27,UNKNOWN,ADULT
8381,Full,NE-2013-1151970,VA,37.0134,Ð76.29915,2013-10-22,2013-09-27,MALE,UNKNOWN
8387,Full,NE-2013-1150860,VA,37.0158,Ð76.2964,2013-09-12,2013-08-18,MALE,UNKNOWN
8388,Full,NE-2013-1150861,VA,37.424305,Ð75.981484,2013-09-12,2013-08-23,UNKNOWN,UNKNOWN
8389,Full,NE-2013-1150862,VA,36.64432,Ð75.89719,2013-09-13,2013-08-14,UNKNOWN,UNKNOWN
8390,Full,NE-2013-1150863,VA,37.14436,Ð75.97409,2013-09-10,2013-08-09,UNKNOWN,UNKNOWN
8391,Full,SE-2014-1155364,GA,30.80291,Ð81.44969,2014-01-14,2013-12-20,FEMALE,ADULT
8394,Full,SE-2013-1153014,GA,31.51906,Ð81.17809,2013-11-21,2013-10-29,FEMALE,SUBADULT
8397,Full,SE-2013-1150184,NC,36.512,Ð75.8592,2013-08-24,2013-07-29,MALE,SUBADULT
8398,Full,SE-2013-1150185,NC,36.53144,Ð75.86414,2013-08-24,2013-07-19,UNKNOWN,
8399,Full,SE-2013-1150187,NC,36.49039,Ð75.8531,2013-08-24,2013-08-07,MALE,SUBADULT
8400,Full,SE-2013-1150188,NC,36.49102,Ð75.85531,2013-08-24,2013-07-19,UNKNOWN,SUBADULT
8401,Full,SE-2013-1150189,NC,36.22372,Ð75.76934,2013-08-24,2013-07-20,UNKNOWN,ADULT
8406,Full,SE-2013-1150214,NC,36.44605,Ð75.84222,2013-08-25,2013-07-29,UNKNOWN,SUBADULT
8407,Full,SE-2013-1150215,NC,36.160559,Ð76.430198,2013-08-24,2013-08-04,FEMALE,ADULT
8408,Full,NE-2014-1157613,VA,37.54894,Ð76.30926,2014-06-12,2014-05-14,FEMALE,UNKNOWN
8409,Full,SE-2014-1157903,NC,35.20432,Ð75.70395,2014-06-25,2014-05-22,FEMALE,ADULT
8412,Full,SE-2014-1157930,GA,31.61551,Ð81.18376,2014-04-28,2014-04-03,UNKNOWN,PUP/CALF
8413,Full,NE-2013-1150710,VA,37.00665,Ð76.34912,2013-09-06,2013-08-02,FEMALE,UNKNOWN
8415,Full,NE-2013-1150704,VA,36.94284,Ð76.23069,2013-09-06,2013-08-03,MALE,UNKNOWN
8416,Full,NE-2013-1150705,VA,36.95884,Ð76.32063,2013-09-06,2013-08-05,MALE,UNKNOWN
8417,Full,NE-2013-1150706,VA,36.92936,Ð76.01015,2013-09-06,2013-08-08,MALE,UNKNOWN
8418,Full,NE-2013-1150707,VA,36.96382,Ð76.266,2013-09-06,2013-08-07,FEMALE,UNKNOWN
8419,Full,NE-2013-1150708,VA,36.7498,Ð75.94425,2013-09-06,2013-08-08,UNKNOWN,UNKNOWN
8420,Full,NE-2013-1150709,VA,36.903,Ð76.08667,2013-09-07,2013-08-16,FEMALE,UNKNOWN
8421,Full,NE-2013-1150712,VA,37.04265,Ð76.28862,2013-09-08,2013-08-12,FEMALE,UNKNOWN
8423,Full,SE-2013-1148605,NC,35.82219,Ð75.55243,2013-06-06,2013-05-14,FEMALE,ADULT
8428,Full,NE-2013-1152794,DE,38.716892,Ð75.075449,2013-10-09,2013-09-05,MALE,ADULT
8430,Full,NE-2013-1152096,DE,38.540252,Ð75.053637,2013-10-14,2013-09-05,UNKNOWN,UNKNOWN
8431,Full,NE-2013-1152097,DE,38.751289,Ð75.080996,2013-10-11,2013-09-05,FEMALE,ADULT
8432,Full,NE-2013-1152118,DE,38.739156,Ð75.079343,2013-10-15,2013-09-12,MALE,SUBADULT
8433,Full,NE-2013-1152119,DE,38.733519,Ð75.078931,2013-10-14,2013-09-14,MALE,YEARLING
8435,Full,SE-2013-1150216,NC,35.86092,Ð75.5692,2013-08-24,2013-08-02,MALE,SUBADULT
8436,Full,SE-2013-1150217,NC,36.05814,Ð75.684653,2013-08-25,2013-07-27,MALE,PUP/CALF
8437,Full,SE-2013-1150218,NC,35.96146,Ð75.62514,2013-08-25,2013-08-01,FEMALE,ADULT
8438,Full,SE-2013-1150219,NC,36.053852,Ð75.681279,2013-08-25,2013-07-19,UNKNOWN,UNKNOWN
8440,Full,NE-2013-1150222,VA,36.97673,Ð76.43439,2013-08-19,2013-07-13,FEMALE,UNKNOWN
8441,Full,NE-2013-1150223,VA,37.25306,Ð76.4524,2013-08-21,2013-07-12,UNKNOWN,UNKNOWN
8442,Full,NE-2013-1150224,VA,36.748349,Ð75.943947,2013-08-23,2013-07-24,MALE,UNKNOWN
8443,Full,SE-2013-1150225,NC,36.5457,Ð75.86663,2013-08-26,2013-07-24,UNKNOWN,SUBADULT
8444,Full,NE-2013-1150226,VA,36.85856,Ð75.976514,2013-08-24,2013-07-21,MALE,UNKNOWN
8445,Full,SE-2014-1157651,NC,36.10116,Ð76.20806,2014-06-12,2014-05-21,MALE,ADULT
8446,Full,SE-2013-1150711,NC,35.93191,Ð75.608312,2013-09-06,2013-08-18,FEMALE,YEARLING
8447,Full,SE-2013-1150713,NC,35.90209,Ð75.59058,2013-09-06,2013-08-15,FEMALE,YEARLING
8448,Full,NE-2014-1157937,VA,37.846404,Ð75.990934,2014-06-15,2014-05-21,UNKNOWN,UNKNOWN
8457,Full,NE-2013-1150721,VA,37.12891,Ð75.970122,2013-09-09,2013-08-02,UNKNOWN,UNKNOWN
8458,Full,SE-2013-1151324,NC,35.965,Ð75.826,2013-09-25,2013-09-01,FEMALE,SUBADULT
8459,Full,NE-2013-1151325,NJ,39.046619,Ð74.758962,2013-08-25,2013-08-04,FEMALE,SUBADULT
8460,Full,NE-2013-1151326,NJ,39.198547,Ð74.65728,2013-08-25,2013-07-26,MALE,ADULT
8465,Full,NE-2013-1148775,VA,37.35565,Ð75.99455,2013-05-23,2013-04-24,MALE,UNKNOWN
8466,Full,NE-2013-1148776,VA,37.8134,Ð75.9964,2013-05-27,2013-05-02,UNKNOWN,UNKNOWN
8467,Full,NE-2013-1152088,VA,37.46337,Ð75.96417,2013-10-27,2013-10-03,FEMALE,UNKNOWN
8468,Full,SE-2013-1152089,NC,35.19004,Ð75.77676,2013-10-28,2013-09-30,FEMALE,ADULT
8469,Full,SE-2013-1152090,NC,36.222216,Ð75.768717,2013-10-28,2013-10-11,FEMALE,YEARLING
8470,Full,NE-2013-1152093,NJ,38.940053,Ð74.972254,2013-09-06,2013-08-16,MALE,SUBADULT
8471,Full,NE-2013-1152094,NJ,38.984497,Ð74.804375,2013-09-08,2013-08-20,FEMALE,SUBADULT
8475,Full,NE-2013-1152120,DE,38.834553,Ð75.218014,2013-10-12,2013-09-09,FEMALE,SUBADULT
8476,Full,NE-2013-1152121,DE,38.827828,Ð75.210815,2013-10-13,2013-09-23,MALE,ADULT
8478,Full,SE-2013-1152129,NC,35.49643,Ð75.96311,2013-10-31,2013-10-07,FEMALE,SUBADULT
8479,Full,NE-2013-1150227,VA,36.92612,Ð76.15677,2013-08-24,2013-07-21,FEMALE,UNKNOWN
8480,Full,NE-2013-1150228,VA,36.743187,Ð75.942227,2013-08-24,2013-07-26,UNKNOWN,
8482,Full,SE-2013-1153015,GA,31.67786,Ð81.13696,2013-11-21,2013-10-24,MALE,ADULT
8483,Full,SE-2013-1153016,GA,31.04925,Ð81.40892,2013-11-22,2013-10-27,FEMALE,SUBADULT
8484,Full,SE-2013-1153017,GA,30.8757,Ð81.41697,2013-11-22,2013-11-02,FEMALE,ADULT
8485,Full,SE-2013-1153078,GA,30.8988,Ð81.40638,2013-11-22,2013-10-30,MALE,SUBADULT
8493,Full,SE-2014-1158235,SC,32.642846,Ð79.974268,2014-05-22,2014-04-26,UNKNOWN,PUP/CALF
8494,Full,SE-2014-1158236,SC,32.590805,Ð80.203598,2014-05-23,2014-04-30,UNKNOWN,PUP/CALF
8495,Full,SE-2014-1158237,SC,32.758619,Ð79.859759,2014-06-16,2014-05-20,FEMALE,ADULT
8496,Full,SE-2014-1158238,GA,31.9898,Ð81.10298,2014-04-30,2014-04-01,UNKNOWN,ADULT
8497,Full,SE-2014-1158239,GA,31.76239,Ð81.08181,2014-05-11,2014-04-07,UNKNOWN,UNKNOWN
8500,Full,NE-2013-1151327,NJ,39.789957,Ð74.093014,2013-08-25,2013-07-25,UNKNOWN,PUP/CALF
8501,Full,NE-2013-1151328,NJ,38.931437,Ð74.964231,2013-08-26,2013-07-23,UNKNOWN,UNKNOWN
8504,Full,NE-2013-1151331,VA,37.50752,Ð76.35595,2013-09-24,2013-08-27,MALE,UNKNOWN
8505,Full,NE-2013-1151332,VA,36.777191,Ð75.954946,2013-09-24,2013-08-24,UNKNOWN,UNKNOWN
8506,Full,NE-2013-1151333,VA,36.844433,Ð75.968106,2013-09-25,2013-09-08,MALE,UNKNOWN
8507,Full,NE-2013-1151334,VA,36.83456,Ð75.96905,2013-09-26,2013-09-07,MALE,UNKNOWN
8509,Full,NE-2013-1148778,VA,37.19581,Ð75.81673,2013-05-21,2013-04-12,UNKNOWN,UNKNOWN
8510,Full,NE-2013-1148779,VA,37.427656,Ð75.981313,2013-06-05,2013-05-09,UNKNOWN,
8511,Full,NE-2013-1148780,VA,37.39087,Ð75.7047,2013-05-16,2013-04-07,UNKNOWN,UNKNOWN
8516,Full,SE-2013-1152702,NC,35.05268,Ð76.04405,2013-11-06,2013-10-17,MALE,SUBADULT
8517,Full,NE-2013-1154785,VA,37.476625,Ð75.96273,2013-12-26,2013-11-26,UNKNOWN,UNKNOWN
8523,Full,SE-2013-1153079,GA,30.96896,Ð81.42207,2013-11-21,2013-10-25,MALE,UNKNOWN
8524,Full,SE-2013-1153080,GA,30.71746,Ð81.44818,2013-11-22,2013-10-29,MALE,YEARLING
8525,Full,SE-2013-1153081,GA,30.72417,Ð81.45111,2013-11-23,2013-10-27,MALE,SUBADULT
8526,Full,SE-2013-1153082,GA,30.86763,Ð81.41951,2013-11-28,2013-11-03,FEMALE,ADULT
8527,Full,SE-2013-1153083,GA,30.84276,Ð81.42789,2013-11-28,2013-11-06,MALE,SUBADULT
8528,Full,SE-2013-1153084,GA,30.95633,Ð81.4071,2013-11-28,2013-10-29,FEMALE,UNKNOWN
8529,Full,SE-2014-1157872,NC,34.49372,Ð77.41605,2014-06-21,2014-06-06,MALE,ADULT
8551,Full,SE-2013-1149862,NC,36.537643,Ð75.864764,2013-08-18,2013-07-31,MALE,ADULT
8552,Full,SE-2013-1149866,NC,35.70836,Ð75.48859,2013-08-20,2013-07-23,MALE,SUBADULT
8553,Full,NE-2013-1152707,NY,40.5999,Ð73.6721,2013-11-07,2013-10-21,MALE,ADULT
8554,Full,SE-2013-1152708,NC,34.68411,Ð77.01826,2013-11-09,2013-10-06,UNKNOWN,
8555,Full,SE-2013-1152709,NC,34.94256,Ð76.71308,2013-11-10,2013-10-17,MALE,SUBADULT
8557,Full,SE-2013-1152711,NC,33.92306,Ð78.21404,2013-11-10,2013-10-19,MALE,SUBADULT
8558,Full,SE-2013-1152716,NC,33.86772,Ð78.01,2013-11-09,2013-10-16,MALE,ADULT
8563,Full,SE-2013-1153218,SC,32.084427,Ð80.87063,2013-11-16,2013-10-09,MALE,SUBADULT
8564,Full,SE-2013-1153219,SC,32.1384,Ð80.75477,2013-11-18,2013-10-18,MALE,SUBADULT
8565,Full,SE-2013-1153220,SC,32.2458,Ð80.6896,2013-10-19,2013-09-24,MALE,ADULT
8566,Full,SE-2013-1153221,SC,32.559183,Ð80.231002,2013-11-21,2013-10-20,MALE,SUBADULT
8567,Full,SE-2013-1153222,SC,32.5288,Ð80.25805,2013-11-23,2013-10-24,MALE,ADULT
8568,Full,SE-2013-1153223,SC,32.4782,Ð80.3365,2013-11-25,2013-10-27,FEMALE,ADULT
8578,Full,NE-2014-1158248,NJ,38.999235,Ð74.78721,2014-06-13,2014-05-14,UNKNOWN,ADULT
8579,Full,NE-2014-1158249,NJ,39.969241,Ð74.065282,2014-06-20,2014-05-22,UNKNOWN,
8582,Full,SE-2014-1158252,NC,34.72912,Ð76.84367,2014-07-02,2014-06-09,UNKNOWN,ADULT
8583,Full,SE-2014-1158253,NC,35.49177,Ð76.95637,2014-07-02,2014-06-11,FEMALE,ADULT
8584,Full,SE-2014-1158254,NC,34.56139,Ð77.37722,2014-07-05,2014-06-10,MALE,SUBADULT
8585,Full,NE-2014-1158255,NY,40.589722,Ð74.064594,2014-07-01,2014-06-10,FEMALE,SUBADULT
8588,Full,SE-2013-1149974,SC,32.522168,Ð80.460637,2013-08-03,2013-07-08,UNKNOWN,ADULT
8589,Full,SE-2013-1149975,SC,32.670684,Ð79.954137,2013-08-11,2013-07-20,MALE,PUP/CALF
8590,Full,SE-2013-1150362,NC,36.075447,Ð75.803951,2013-08-29,2013-07-28,UNKNOWN,ADULT
8603,Full,NE-2013-1152750,VA,37.09842,Ð75.97994,2013-11-03,2013-10-07,UNKNOWN,UNKNOWN
8606,Full,NE-2013-1152181,NJ,39.657481,Ð74.165877,2013-09-23,2013-09-04,MALE,ADULT
8607,Full,SE-2013-1152179,NC,33.91095,Ð78.12775,2013-11-02,2013-10-09,MALE,
8608,Full,NE-2013-1152180,NJ,39.298165,Ð74.582853,2013-09-19,2013-08-30,FEMALE,SUBADULT
8609,Full,NE-2013-1152182,NJ,39.428087,Ð74.34019,2013-09-26,2013-09-12,MALE,ADULT
8610,Full,NE-2013-1152183,NJ,39.88694,Ð74.081069,2013-10-11,2013-09-05,UNKNOWN,ADULT
8611,Full,NE-2013-1152184,NJ,39.165031,Ð74.888936,2013-10-05,2013-09-12,MALE,ADULT
8612,Full,SE-2013-1153269,SC,32.73753,Ð79.89992,2013-11-23,2013-10-27,MALE,ADULT
8613,Full,SE-2013-1153270,SC,32.51734,Ð80.27816,2013-11-26,2013-10-29,MALE,SUBADULT
8614,Full,SE-2013-1153271,SC,32.599905,Ð80.091464,2013-11-30,2013-10-29,UNKNOWN,YEARLING
8615,Full,SE-2013-1153272,SC,32.608333,Ð80.01333,2013-11-30,2013-11-09,FEMALE,SUBADULT
8616,Full,SE-2013-1153275,SC,32.39283,Ð80.432688,2013-12-01,2013-11-15,MALE,SUBADULT
8617,Full,SE-2013-1153276,SC,32.31527,Ð80.47666,2013-12-04,2013-10-28,UNKNOWN,SUBADULT
8618,Full,SE-2013-1153277,SC,32.55258,Ð80.18559,2013-12-05,2013-11-07,FEMALE,SUBADULT
8619,Full,SE-2013-1153278,SC,32.64888,Ð79.96222,2013-12-05,2013-11-11,FEMALE,YEARLING
8622,Full,SE-2014-1157979,NC,36.01017,Ð76.57702,2014-06-28,2014-06-02,MALE,ADULT
8623,Full,SE-2014-1157980,NC,35.9728,Ð76.26147,2014-06-29,2014-06-04,MALE,ADULT
8625,Full,NE-2014-1158258,DE,38.662974,Ð75.067134,2014-06-13,2014-05-20,MALE,YEARLING
8628,Full,SE-2014-1158288,GA,31.62142,Ð81.1359,2014-07-07,2014-06-15,UNKNOWN,ADULT
8631,Full,SE-2013-1150369,NC,35.981,Ð75.636,2013-08-29,2013-08-15,FEMALE,ADULT
8635,Full,NE-2013-1152751,VA,37.09643,Ð75.98043,2013-11-03,2013-10-13,FEMALE,UNKNOWN
8637,Full,NE-2013-1152753,VA,36.850431,Ð75.973731,2013-11-06,2013-10-16,MALE,UNKNOWN
8639,Full,NE-2013-1152755,VA,36.60636,Ð75.88121,2013-11-09,2013-10-17,MALE,UNKNOWN
8642,Full,NE-2013-1152758,VA,36.62529,Ð75.88877,2013-11-09,2013-10-14,FEMALE,UNKNOWN
8648,Full,SE-2014-1154862,NC,34.77588,Ð76.39718,2014-01-11,2013-12-19,MALE,ADULT
8649,Full,SE-2014-1154863,NC,36.07746,Ð75.79287,2014-01-09,2013-12-12,MALE,ADULT
8650,Full,NE-2013-1154866,MD,38.254972,Ð75.127888,2013-10-17,2013-09-10,UNKNOWN,SUBADULT
8652,Full,NE-2013-1154868,MD,38.29411,Ð75.111416,2013-10-17,2013-09-16,UNKNOWN,UNKNOWN
8653,Full,NE-2013-1154869,MD,38.294111,Ð75.111416,2013-10-17,2013-09-17,UNKNOWN,UNKNOWN
8655,Full,NE-2013-1152186,NJ,39.200672,Ð74.65099,2013-10-06,2013-08-31,UNKNOWN,ADULT
8656,Full,NE-2013-1152187,NJ,40.008735,Ð74.056864,2013-10-06,2013-09-06,UNKNOWN,ADULT
8657,Full,NE-2013-1152188,NJ,39.171136,Ð74.888209,2013-10-08,2013-09-09,MALE,ADULT
8658,Full,NE-2013-1152189,NJ,39.558169,Ð74.23805,2013-10-10,2013-09-03,UNKNOWN,SUBADULT
8659,Full,NE-2013-1152190,NJ,40.06609,Ð74.042924,2013-10-10,2013-09-14,MALE,ADULT
8660,Full,NE-2013-1152191,NJ,39.026195,Ð74.943964,2013-10-10,2013-09-15,MALE,SUBADULT
8664,Full,SE-2013-1153280,NC,34.49817,Ð77.40689,2013-12-15,2013-11-18,FEMALE,PUP/CALF
8665,Full,SE-2013-1153282,NC,34.5212,Ð77.35457,2013-12-15,2013-11-20,MALE,ADULT
8666,Full,SE-2013-1153339,SC,32.546621,Ð80.171452,2013-11-02,2013-10-08,UNKNOWN,SUBADULT
8667,Full,SE-2013-1153340,SC,32.54166,Ð80.07133,2013-11-07,2013-10-21,UNKNOWN,ADULT
8668,Full,SE-2013-1153341,SC,32.76333,Ð79.86416,2013-12-06,2013-11-06,MALE,SUBADULT
8669,Full,SE-2013-1153342,SC,32.135593,Ð80.835347,2013-12-06,2013-11-16,FEMALE,ADULT
8670,Full,SE-2013-1153343,SC,32.16166,Ð80.72027,2013-12-07,2013-11-11,FEMALE,ADULT
8671,Full,SE-2013-1153344,SC,32.45125,Ð80.805211,2013-12-08,2013-11-17,FEMALE,YEARLING
8674,Full,NE-2014-1157890,NY,40.5846,Ð73.7202,2014-06-18,2014-05-19,MALE,ADULT
8676,Full,NE-2014-1158289,VA,37.00239,Ð76.30357,2014-06-22,2014-06-01,FEMALE,UNKNOWN
8677,Full,NE-2014-1158290,VA,36.695577,Ð75.924021,2014-06-29,2014-05-31,UNKNOWN,UNKNOWN
8678,Full,NE-2014-1158291,VA,37.16225,Ð76.37097,2014-06-22,2014-05-16,MALE,UNKNOWN
8679,Full,NE-2014-1158292,VA,37.548267,Ð76.282533,2014-06-28,2014-06-08,MALE,UNKNOWN
8692,Full,NE-2013-1150281,MD,38.1519,Ð75.171,2013-08-20,2013-07-31,UNKNOWN,UNKNOWN
8693,Full,NE-2013-1151112,NJ,39.050672,Ð74.927923,2013-08-15,2013-07-31,MALE,ADULT
8701,Full,NE-2013-1149376,NJ,40.427503,Ð73.982888,2013-07-17,2013-06-23,MALE,ADULT
8702,Full,SE-2013-1152969,NC,33.91728,Ð78.01764,2013-11-21,2013-10-23,FEMALE,YEARLING
8704,Full,SE-2013-1152988,NC,35.117,Ð75.97065,2013-11-15,2013-10-12,UNKNOWN,
8705,Full,SE-2013-1152989,NC,35.11771,Ð75.97279,2013-11-20,2013-10-24,MALE,YEARLING
8706,Full,SE-2013-1152990,NC,34.651727,Ð76.548035,2013-11-14,2013-10-14,UNKNOWN,SUBADULT
8707,Full,SE-2013-1152991,NC,34.64255,Ð77.09725,2013-11-22,2013-11-02,MALE,SUBADULT
8708,Full,SE-2013-1154493,GA,30.72957,Ð81.45338,2013-12-14,2013-11-26,MALE,SUBADULT
8709,Full,SE-2013-1154494,GA,30.93746,Ð81.26574,2013-12-17,2013-11-22,MALE,SUBADULT
8710,Full,SE-2013-1154495,GA,30.94761,Ð81.4036,2013-12-12,2013-11-18,FEMALE,SUBADULT
8715,Full,NE-2013-1151790,VA,36.63075,Ð75.89102,2013-10-05,2013-09-09,FEMALE,UNKNOWN
8716,Full,NE-2013-1151791,VA,37.00415,Ð76.30253,2013-10-05,2013-09-06,MALE,UNKNOWN
8717,Full,SE-2013-1151792,NC,35.889511,Ð75.682023,2013-10-04,2013-09-09,FEMALE,UNKNOWN
8718,Full,SE-2013-1151819,GA,31.84188,Ð81.05385,2013-09-22,2013-08-24,MALE,ADULT
8723,Full,NE-2013-1151121,VA,36.89786,Ð75.98675,2013-09-19,2013-08-13,UNKNOWN,UNKNOWN
8724,Full,NE-2013-1151122,VA,36.59793,Ð75.87969,2013-09-19,2013-08-24,FEMALE,UNKNOWN
8725,Full,SE-2013-1151271,NC,34.421604,Ð77.55027,2013-09-22,2013-09-01,FEMALE,ADULT
8726,Full,SE-2013-1151272,SC,33.788817,Ð78.736983,2013-09-14,2013-08-28,FEMALE,ADULT
8727,Full,SE-2013-1151273,NC,35.11191,Ð75.94319,2013-09-19,2013-08-31,FEMALE,ADULT
8728,Full,SE-2013-1151276,SC,32.5598,Ð80.17097,2013-09-17,2013-08-29,FEMALE,PUP/CALF
8729,Full,SE-2013-1151277,SC,32.807115,Ð79.758314,2013-09-12,2013-08-19,MALE,PUP/CALF
8730,Full,NE-2013-1149384,NJ,39.288771,Ð74.552751,2013-07-24,2013-07-08,MALE,
8731,Full,NE-2013-1149386,NJ,39.650583,Ð74.171686,2013-07-25,2013-06-26,FEMALE,ADULT
8735,Full,NE-2013-1153138,DE,38.781111,Ð75.085833,2013-10-11,2013-09-10,MALE,SUBADULT
8737,Full,NE-2013-1153140,DE,38.82806,Ð75.21194,2013-10-23,2013-09-21,MALE,SUBADULT
8738,Full,NE-2013-1153141,DE,38.818612,Ð75.201159,2013-11-22,2013-10-16,UNKNOWN,ADULT
8739,Full,SE-2013-1153160,GA,31.95,Ð80.9,2013-11-29,2013-11-07,UNKNOWN,UNKNOWN
8740,Full,SE-2013-1153161,GA,31.24527,Ð81.28062,2013-12-03,2013-10-29,FEMALE,SUBADULT
8741,Full,NE-2013-1154538,MD,38.220135,Ð75.144102,2013-08-26,2013-07-31,FEMALE,YEARLING
8742,Full,NE-2013-1149382,NJ,39.753174,Ð74.101573,2013-07-22,2013-06-30,MALE,SUBADULT
8743,Full,NE-2013-1149383,NJ,39.500257,Ð74.30423,2013-06-22,2013-06-02,MALE,ADULT
8746,Full,NE-2013-1148567,MD,38.000369,Ð76.0447,2013-05-19,2013-04-21,UNKNOWN,UNKNOWN
8747,Full,SE-2013-1148569,SC,32.5,Ð80.125,2013-05-28,2013-05-05,MALE,ADULT
8751,Full,SE-2013-1150305,NC,35.74252,Ð75.50339,2013-08-24,2013-08-01,MALE,ADULT
8754,Full,NE-2013-1151123,VA,36.8342,Ð75.969,2013-09-19,2013-08-30,UNKNOWN,UNKNOWN
8755,Full,NE-2013-1151124,VA,36.95575,Ð76.2518,2013-09-19,2013-08-30,FEMALE,UNKNOWN
8756,Full,NE-2013-1151125,VA,37.08874,Ð76.27096,2013-09-20,2013-08-23,FEMALE,UNKNOWN
8758,Full,SE-2013-1151127,NC,35.22906,Ð75.62303,2013-09-19,2013-08-27,MALE,SUBADULT
