,Patch,National Database Number,State,Latitude,Longitude,Observation Date,Estimated_Infection_Date,Sex,Age Class
8760,Full,NE-2013-1152024,NJ,39.088953,Ð74.721021,2013-08-08,2013-07-20,MALE,ADULT
8761,Full,NE-2013-1149388,NJ,39.318657,Ð74.51396,2013-06-08,2013-05-16,MALE,PUP/CALF
8762,Full,NE-2013-1149390,NJ,40.008139,Ð74.056946,2013-06-08,2013-05-18,MALE,ADULT
8765,Full,NE-2013-1154540,MD,38.407757,Ð75.06688,2013-08-27,2013-07-21,MALE,UNKNOWN
8766,Full,NE-2013-1154541,MD,38.2118,Ð75.1042,2013-08-27,2013-07-31,MALE,UNKNOWN
8767,Full,NE-2013-1154542,MD,38.29414,Ð75.111012,2013-08-30,2013-07-27,UNKNOWN,UNKNOWN
8779,Full,NE-2013-1148798,VA,37.0048,Ð76.3023,2013-06-06,2013-04-30,FEMALE,UNKNOWN
8780,Full,NE-2013-1148799,VA,37.81988,Ð75.74326,2013-06-12,2013-05-09,MALE,UNKNOWN
8787,Full,NE-2013-1149385,NJ,39.532531,Ð74.261084,2013-06-24,2013-06-05,MALE,PUP/CALF
8788,Full,SE-2013-1154618,GA,30.94396,Ð81.40353,2013-12-06,2013-11-13,UNKNOWN,ADULT
8789,Full,SE-2013-1154619,GA,31.72251,Ð81.14066,2013-12-07,2013-11-11,FEMALE,ADULT
8790,Full,SE-2013-1154620,GA,31.07025,Ð81.40306,2013-12-12,2013-11-23,MALE,YEARLING
8791,Full,NE-2013-1154624,VA,37.43966,Ð75.66751,2013-12-21,2013-11-22,UNKNOWN,UNKNOWN
8803,Full,NE-2013-1149379,NJ,38.978864,Ð74.807193,2013-07-18,2013-06-29,FEMALE,ADULT
8804,Full,NE-2013-1149375,NJ,39.167472,Ð74.680935,2013-07-17,2013-06-26,MALE,SUBADULT
8805,Full,SE-2013-1148568,NC,34.664886,Ð76.587702,2013-06-02,2013-05-12,MALE,SUBADULT
8809,Full,NE-2013-1148576,NJ,40.384256,Ð74.018561,2013-04-11,2013-03-07,UNKNOWN,SUBADULT
8810,Full,NE-2013-1149392,NJ,39.337517,Ð74.473618,2013-05-24,2013-05-09,FEMALE,ADULT
8812,Full,NE-2013-1149394,MD,38.222531,Ð76.387297,2013-07-25,2013-07-10,MALE,SUBADULT
8813,Full,NE-2013-1149395,MD,38.416728,Ð75.052046,2013-07-28,2013-07-09,MALE,ADULT
8815,Full,SE-2013-1154608,GA,30.80563,Ð81.4414,2013-12-06,2013-11-12,MALE,ADULT
8819,Full,SE-2013-1148149,NC,35.54657,Ð75.47331,2013-05-02,2013-04-03,MALE,YEARLING
8824,Full,SE-2013-1148203,GA,32.00395,Ð80.86083,2013-04-26,2013-04-07,FEMALE,SUBADULT
8826,Full,NE-2013-1149374,NJ,40.025788,Ð74.052573,2013-07-16,2013-06-17,FEMALE,
8828,Full,NE-2013-1148801,VA,37.48633,Ð75.96162,2013-06-14,2013-05-07,MALE,UNKNOWN
8829,Full,NE-2013-1148802,VA,37.80832,Ð75.98943,2013-06-05,2013-05-01,MALE,UNKNOWN
8830,Full,NE-2013-1148803,VA,37.72011,Ð75.81603,2013-06-15,2013-05-17,UNKNOWN,UNKNOWN
8831,Full,NE-2013-1148804,VA,37.25325,Ð76.02379,2013-06-17,2013-05-22,MALE,UNKNOWN
8832,Full,NE-2013-1148805,VA,37.86954,Ð76.24463,2013-06-18,2013-05-15,FEMALE,UNKNOWN
8835,Full,NE-2013-1148808,VA,37.93701,Ð76.32145,2013-06-21,2013-05-20,FEMALE,UNKNOWN
8841,Full,NE-2013-1150497,VA,36.852421,Ð75.974676,2013-08-27,2013-08-03,MALE,UNKNOWN
8842,Full,NE-2013-1150518,VA,36.841672,Ð75.969824,2013-08-27,2013-08-01,FEMALE,UNKNOWN
8843,Full,NE-2013-1150519,VA,37.85912,Ð75.39224,2013-08-29,2013-08-06,MALE,UNKNOWN
8844,Full,NE-2013-1150520,VA,36.86543,Ð75.97789,2013-08-29,2013-08-09,MALE,UNKNOWN
8845,Full,NE-2013-1150521,VA,37.427086,Ð75.981422,2013-08-29,2013-07-29,UNKNOWN,UNKNOWN
8847,Full,NE-2013-1154660,MD,38.374149,Ð75.067174,2013-08-30,2013-07-29,UNKNOWN,SUBADULT
8848,Full,NE-2013-1154661,MD,38.412536,Ð75.055777,2013-08-31,2013-08-03,MALE,ADULT
8849,Full,NE-2013-1154663,MD,38.322837,Ð75.091313,2013-09-01,2013-08-02,MALE,SUBADULT
8850,Full,NE-2013-1154664,MD,38.277629,Ð75.119454,2013-09-07,2013-08-11,FEMALE,UNKNOWN
8864,Full,SE-2013-1149402,NC,35.58857,Ð75.46194,2013-07-26,2013-07-05,FEMALE,YEARLING
8866,Full,SE-2013-1149404,NC,35.74075,Ð75.50234,2013-07-28,2013-07-10,MALE,SUBADULT
8868,Full,SE-2013-1154731,GA,30.97283,Ð81.42027,2013-12-30,2013-12-05,MALE,ADULT
8869,Full,SE-2013-1148204,GA,31.2497,Ð81.29348,2013-04-27,2013-04-06,FEMALE,ADULT
8870,Full,SE-2013-1148205,GA,30.80392,Ð81.44907,2013-05-05,2013-04-17,MALE,ADULT
8876,Full,SE-2013-1148814,NC,34.685833,Ð76.991667,2013-06-21,2013-06-02,MALE,ADULT
8880,Full,NE-2013-1147908,VA,37.719675,Ð75.816372,2013-03-31,2013-03-10,MALE,SUBADULT
8887,Full,NE-2013-1150522,VA,36.873162,Ð75.980542,2013-08-29,2013-08-05,MALE,UNKNOWN
8888,Full,NE-2013-1150523,VA,36.91411,Ð75.99084,2013-08-29,2013-08-13,MALE,UNKNOWN
8889,Full,NE-2013-1150524,VA,36.69673,Ð75.92404,2013-08-29,2013-07-29,MALE,UNKNOWN
8890,Full,NE-2013-1150525,VA,36.57264,Ð75.8725,2013-08-29,2013-08-07,MALE,UNKNOWN
8891,Full,NE-2013-1150526,VA,36.67307,Ð75.91238,2013-08-28,2013-08-02,UNKNOWN,UNKNOWN
8892,Full,NE-2013-1150527,VA,36.94112,Ð76.22714,2013-08-30,2013-08-06,UNKNOWN,UNKNOWN
8894,Full,NE-2013-1150529,VA,36.78434,Ð75.95724,2013-08-30,2013-08-01,UNKNOWN,UNKNOWN
8895,Full,NE-2013-1150530,VA,36.8144,Ð75.96563,2013-08-30,2013-07-23,MALE,UNKNOWN
8896,Full,NE-2013-1150531,VA,36.9712,Ð76.108,2013-08-31,2013-08-07,FEMALE,UNKNOWN
8897,Full,NE-2013-1150532,VA,36.8188,Ð75.966972,2013-08-30,2013-07-28,MALE,UNKNOWN
8898,Full,NE-2013-1150534,VA,36.96484,Ð76.26775,2013-08-30,2013-08-03,MALE,UNKNOWN
8899,Full,NE-2013-1154665,MD,38.37078,Ð75.067689,2013-09-07,2013-08-04,UNKNOWN,UNKNOWN
8900,Full,NE-2013-1154666,MD,38.087347,Ð75.199319,2013-09-09,2013-08-17,MALE,SUBADULT
8901,Full,SE-2013-1154667,NC,34.67106,Ð77.11916,2013-12-27,2013-11-22,UNKNOWN,YEARLING
8902,Full,NE-2013-1154811,MD,38.369169,Ð75.068104,2013-09-09,2013-08-18,MALE,ADULT
8903,Full,NE-2013-1154812,MD,38.237227,Ð75.135875,2013-09-10,2013-08-25,MALE,PUP/CALF
8907,Full,SE-2013-1147676,NC,34.9813,Ð76.94438,2013-03-25,2013-03-04,FEMALE,PUP/CALF
8938,Full,NE-2013-1149372,NJ,39.934793,Ð74.071381,2013-07-14,2013-06-28,MALE,ADULT
8939,Full,SE-2013-1148846,SC,32.78561,Ð79.90751,2013-06-17,2013-05-20,MALE,PUP/CALF
8940,Full,SE-2013-1148847,SC,32.88913,Ð79.62883,2013-06-18,2013-05-22,MALE,SUBADULT
8950,Full,NE-2013-1150533,NJ,38.999999,Ð74.787185,2013-07-29,2013-07-06,MALE,ADULT
8951,Full,NE-2013-1154814,MD,38.36514,Ð75.069168,2013-09-10,2013-08-12,UNKNOWN,UNKNOWN
8955,Full,NE-2013-1154818,MD,38.351277,Ð75.078795,2013-09-11,2013-08-19,UNKNOWN,ADULT
8957,Full,NE-2013-1154820,MD,38.0263,Ð75.243651,2013-09-16,2013-08-21,UNKNOWN,SUBADULT
8972,Full,NE-2013-1149421,VA,37.81615,Ð76.26757,2013-07-16,2013-06-10,UNKNOWN,UNKNOWN
8973,Full,NE-2013-1149422,VA,37.213882,Ð76.012789,2013-07-23,2013-06-20,UNKNOWN,UNKNOWN
8974,Full,NE-2013-1149423,VA,36.944433,Ð76.233567,2013-07-25,2013-06-25,FEMALE,UNKNOWN
8976,Full,NE-2013-1149426,VA,36.9263,Ð76.0462,2013-07-26,2013-06-18,FEMALE,UNKNOWN
8977,Full,NE-2013-1149427,VA,36.9324,Ð76.197,2013-07-26,2013-07-09,MALE,UNKNOWN
8989,Full,SE-2013-1152872,NC,34.68067,Ð76.65064,2013-11-26,2013-11-04,FEMALE,
8993,Full,NE-2013-1148855,NJ,38.950501,Ð74.967615,2013-06-01,2013-05-10,MALE,ADULT
9001,Full,SE-2013-1147938,NC,35.52882,Ð75.46862,2013-04-12,2013-03-24,MALE,ADULT
9002,Full,SE-2013-1147939,NC,35.16424,Ð75.82745,2013-04-13,2013-03-27,FEMALE,ADULT
9004,Full,SE-2013-1147942,NC,34.98577,Ð76.1455,2013-04-14,2013-03-19,MALE,PUP/CALF
9005,Full,SE-2013-1147943,NC,34.89179,Ð76.26463,2013-04-15,2013-03-20,MALE,
9007,Full,NE-2013-1150923,NJ,39.079983,Ð74.73081,2013-08-08,2013-07-10,UNKNOWN,ADULT
9008,Full,NE-2013-1154821,MD,38.181488,Ð75.159936,2013-09-18,2013-08-23,UNKNOWN,SUBADULT
9031,Full,NE-2013-1150980,VA,36.969903,Ð76.429275,2013-09-12,2013-08-19,UNKNOWN,UNKNOWN
9032,Full,NE-2013-1150981,VA,36.74356,Ð75.94201,2013-09-13,2013-08-10,UNKNOWN,UNKNOWN
9033,Full,NE-2013-1150982,VA,36.92413,Ð76.04916,2013-09-14,2013-08-18,FEMALE,UNKNOWN
9034,Full,NE-2013-1149429,VA,37.514,Ð76.28818,2013-07-26,2013-07-04,UNKNOWN,UNKNOWN
9035,Full,NE-2013-1149430,VA,36.919,Ð76.1295,2013-07-26,2013-06-22,UNKNOWN,UNKNOWN
9036,Full,NE-2013-1149431,VA,37.258333,Ð76.03,2013-07-27,2013-07-02,MALE,UNKNOWN
9037,Full,NE-2013-1149432,VA,37.1999,Ð76.0103,2013-07-27,2013-07-04,UNKNOWN,UNKNOWN
9038,Full,NE-2013-1149433,VA,37.235,Ð76.3117,2013-07-27,2013-06-26,UNKNOWN,UNKNOWN
9039,Full,NE-2013-1149434,VA,37.483745,Ð76.273389,2013-07-27,2013-07-05,UNKNOWN,UNKNOWN
9040,Full,NE-2013-1149435,VA,37.8038,Ð76.30736,2013-07-28,2013-07-04,FEMALE,UNKNOWN
9041,Full,NE-2013-1149436,VA,36.9263,Ð76.0473,2013-07-28,2013-07-07,MALE,UNKNOWN
9042,Full,NE-2013-1149437,VA,37.2,Ð76.27,2013-07-28,2013-07-01,MALE,UNKNOWN
9043,Full,NE-2013-1149438,VA,36.989017,Ð76.116883,2013-07-28,2013-07-10,MALE,UNKNOWN
9044,Full,SE-2013-1149439,NC,36.081716,Ð76.387703,2013-08-01,2013-07-07,MALE,ADULT
9045,Full,SE-2013-1149440,NC,36.03288,Ð76.45705,2013-08-03,2013-07-08,MALE,ADULT
9048,Full,SE-2013-1154772,NC,34.64625,Ð76.54842,2013-12-30,2013-11-26,UNKNOWN,
9049,Full,SE-2013-1154773,NC,35.59691,Ð75.8556,2013-12-31,2013-11-28,UNKNOWN,SUBADULT
9050,Full,SE-2013-1154774,NC,35.58231,Ð75.81574,2013-12-31,2013-12-05,MALE,SUBADULT
9057,Full,NE-2013-1152876,NJ,38.994297,Ð74.95785,2013-11-25,2013-10-29,UNKNOWN,ADULT
9062,Full,NE-2013-1150765,NJ,39.604123,Ð74.205733,2013-07-30,2013-07-03,FEMALE,ADULT
9063,Full,NE-2013-1150766,NJ,39.344398,Ð74.460233,2013-07-31,2013-07-05,MALE,ADULT
9064,Full,SE-2013-1149054,GA,31.96693,Ð80.93563,2013-06-22,2013-05-30,MALE,PUP/CALF
9065,Full,SE-2013-1149055,GA,32.03007,Ð80.85273,2013-06-26,2013-06-09,MALE,ADULT
9066,Full,NE-2013-1150924,NJ,39.977913,Ð74.063914,2013-08-09,2013-07-18,MALE,SUBADULT
9067,Full,NE-2013-1150925,NJ,38.996299,Ð74.957258,2013-08-10,2013-07-21,MALE,ADULT
9082,Full,NE-2013-1150983,VA,36.92936,Ð76.00941,2013-09-13,2013-08-23,MALE,UNKNOWN
9083,Full,NE-2013-1150984,VA,37.20621,Ð76.40196,2013-09-14,2013-08-24,MALE,UNKNOWN
9084,Full,NE-2013-1150985,VA,36.63878,Ð75.89454,2013-09-15,2013-08-18,FEMALE,UNKNOWN
9085,Full,NE-2013-1150986,VA,36.89652,Ð76.40823,2013-09-15,2013-08-10,MALE,UNKNOWN
9086,Full,NE-2013-1150987,VA,36.61532,Ð75.88432,2013-09-15,2013-08-10,UNKNOWN,UNKNOWN
9087,Full,NE-2013-1150988,VA,37.410537,Ð76.249804,2013-09-10,2013-08-06,UNKNOWN,UNKNOWN
9088,Full,NE-2013-1150989,VA,37.899973,Ð75.40652,2013-09-16,2013-08-29,FEMALE,UNKNOWN
9089,Full,NE-2013-1150990,VA,37.138,Ð75.9738,2013-09-15,2013-08-14,MALE,UNKNOWN
9090,Full,NE-2013-1150991,VA,36.720187,Ð75.933241,2013-09-14,2013-08-16,UNKNOWN,UNKNOWN
9091,Full,NE-2013-1150992,VA,36.91194,Ð76.08429,2013-09-17,2013-08-14,FEMALE,UNKNOWN
9092,Full,NE-2013-1150993,VA,36.92609,Ð76.16486,2013-09-17,2013-08-08,UNKNOWN,UNKNOWN
9093,Full,NE-2013-1150994,VA,36.89421,Ð75.98588,2013-09-17,2013-08-11,FEMALE,UNKNOWN
9094,Full,SE-2013-1149442,GA,31.9741,Ð81.01019,2013-08-01,2013-07-13,FEMALE,ADULT
9096,Full,SE-2013-1150031,SC,32.15204,Ð80.853074,2013-08-12,2013-07-15,UNKNOWN,
9097,Full,SE-2013-1150036,NC,35.74577,Ð75.50525,2013-08-21,2013-07-26,MALE,PUP/CALF
9102,Full,NE-2013-1150767,NJ,39.267427,Ð74.584308,2013-08-01,2013-07-08,MALE,SUBADULT
9103,Full,NE-2013-1150768,NJ,39.110081,Ð74.707937,2013-08-02,2013-07-06,MALE,ADULT
9104,Full,NE-2013-1150926,NJ,40.401636,Ð73.980237,2013-08-11,2013-07-14,MALE,ADULT
9105,Full,NE-2013-1150927,NJ,39.851214,Ð74.085387,2013-08-11,2013-07-23,MALE,SUBADULT
9106,Full,NE-2013-1150928,MD,38.374052,Ð75.066962,2013-09-08,2013-08-15,MALE,SUBADULT
9121,Full,NE-2013-1149168,MD,38.38069,Ð76.387481,2013-07-13,2013-06-15,UNKNOWN,ADULT
9122,Full,NE-2013-1149169,MD,38.475573,Ð76.331349,2013-07-14,2013-06-20,MALE,ADULT
9123,Full,NE-2013-1149170,MD,38.475654,Ð76.331349,2013-07-16,2013-06-13,UNKNOWN,UNKNOWN
9127,Full,NE-2013-1149450,VA,37.18912,Ð75.99961,2013-08-01,2013-07-04,MALE,UNKNOWN
9128,Full,NE-2013-1149451,VA,37.04924,Ð76.28625,2013-08-03,2013-06-27,FEMALE,UNKNOWN
9129,Full,NE-2013-1149472,VA,37.35326,Ð76.32751,2013-08-03,2013-07-09,FEMALE,UNKNOWN
9130,Full,NE-2013-1149474,VA,36.99467,Ð76.3812,2013-08-02,2013-07-08,UNKNOWN,UNKNOWN
9131,Full,NE-2013-1149475,VA,37.32453,Ð76.29615,2013-08-03,2013-07-07,FEMALE,UNKNOWN
9132,Full,NE-2013-1149476,VA,37.17826,Ð75.99114,2013-08-02,2013-07-10,FEMALE,UNKNOWN
9133,Full,NE-2013-1149477,VA,37.23,Ð76.0105,2013-08-04,2013-07-07,MALE,UNKNOWN
9134,Full,NE-2013-1149479,VA,37.0158,Ð76.298,2013-07-28,2013-06-26,UNKNOWN,UNKNOWN
9135,Full,NE-2013-1149480,VA,36.8899,Ð75.9842,2013-07-29,2013-06-30,MALE,UNKNOWN
9136,Full,NE-2013-1149481,VA,37.2446,Ð76.0188,2013-07-29,2013-06-24,UNKNOWN,UNKNOWN
9137,Full,NE-2013-1149485,VA,37.229,Ð76.033827,2013-07-29,2013-07-02,MALE,UNKNOWN
9138,Full,NE-2013-1150041,VA,36.82394,Ð75.96777,2013-08-17,2013-07-11,UNKNOWN,UNKNOWN
9139,Full,NE-2013-1150046,VA,37.043334,Ð76.288157,2013-08-18,2013-07-27,UNKNOWN,UNKNOWN
9145,Full,NE-2013-1150769,NJ,38.928612,Ð74.921528,2013-08-03,2013-07-14,MALE,ADULT
9147,Full,NE-2013-1150771,NJ,40.033167,Ð74.049592,2013-08-07,2013-07-11,UNKNOWN,ADULT
9155,Full,NE-2013-1154971,NJ,39.66443,Ð74.160887,2013-10-27,2013-10-04,MALE,SUBADULT
9156,Full,NE-2013-1154972,NJ,40.449518,Ð73.984765,2013-11-01,2013-10-08,MALE,ADULT
9159,Full,NE-2013-1154975,NJ,39.050269,Ð74.92779,2013-10-20,2013-10-01,FEMALE,ADULT
9161,Full,SE-2013-1150199,NC,35.943339,Ð76.532609,2013-08-19,2013-07-30,FEMALE,SUBADULT
9162,Full,NE-2013-1152027,NJ,38.967815,Ð74.832504,2013-08-08,2013-07-22,FEMALE,ADULT
9163,Full,SE-2013-1152032,NC,33.88918,Ð78.42442,2013-10-25,2013-10-10,MALE,ADULT
9164,Full,NE-2013-1150051,VA,37.056946,Ð76.282865,2013-08-18,2013-07-17,FEMALE,UNKNOWN
9165,Full,NE-2013-1150054,VA,36.92481,Ð76.04878,2013-08-18,2013-08-01,MALE,UNKNOWN
9166,Full,NE-2013-1150062,VA,36.78807,Ð75.95838,2013-08-18,2013-07-21,FEMALE,UNKNOWN
9167,Full,NE-2013-1150140,VA,36.961073,Ð76.260945,2013-08-16,2013-07-24,MALE,UNKNOWN
9172,Full,NE-2013-1154888,MD,38.408879,Ð75.056036,2013-10-10,2013-09-13,FEMALE,ADULT
9173,Full,NE-2013-1154889,MD,38.416985,Ð75.055011,2013-10-10,2013-09-20,UNKNOWN,YEARLING
9178,Full,NE-2013-1151664,VA,36.93178,Ð76.19347,2013-10-01,2013-08-28,UNKNOWN,UNKNOWN
9179,Full,NE-2013-1151665,VA,36.81903,Ð75.96684,2013-10-01,2013-09-05,FEMALE,UNKNOWN
9181,Full,NE-2013-1151676,VA,36.90987,Ð76.08805,2013-10-02,2013-09-12,MALE,UNKNOWN
9182,Full,NE-2013-1151677,VA,36.91734,Ð76.1254,2013-10-02,2013-09-03,MALE,UNKNOWN
9183,Full,NE-2013-1151678,VA,36.9223,Ð76.1872,2013-10-03,2013-09-05,UNKNOWN,UNKNOWN
9185,Full,SE-2013-1154469,NC,34.68186,Ð76.65235,2013-12-15,2013-11-20,MALE,SUBADULT
9186,Full,SE-2013-1154470,NC,34.69342,Ð76.68503,2013-12-15,2013-11-16,MALE,ADULT
9191,Full,NE-2013-1150210,VA,37.00309,Ð76.35832,2013-08-22,2013-07-26,UNKNOWN,UNKNOWN
9192,Full,NE-2013-1150211,VA,36.59374,Ð75.87734,2013-08-23,2013-07-30,UNKNOWN,UNKNOWN
9193,Full,NE-2013-1150232,VA,37.124147,Ð76.294017,2013-08-24,2013-08-01,UNKNOWN,UNKNOWN
9194,Full,NE-2013-1150234,VA,36.91064,Ð76.10247,2013-08-25,2013-07-20,FEMALE,UNKNOWN
9195,Full,NE-2013-1150236,VA,36.8868,Ð76.332633,2013-08-25,2013-08-06,FEMALE,UNKNOWN
9196,Full,NE-2013-1150237,VA,36.9423,Ð76.227972,2013-08-24,2013-07-18,MALE,UNKNOWN
9199,Full,NE-2013-1152034,VA,37.47989,Ð75.96246,2013-10-22,2013-09-15,MALE,UNKNOWN
9200,Full,NE-2013-1152035,VA,37.166025,Ð75.988114,2013-10-22,2013-09-24,MALE,UNKNOWN
9201,Full,NE-2013-1152036,VA,36.91456,Ð76.06836,2013-10-24,2013-09-27,FEMALE,UNKNOWN
9202,Full,NE-2013-1152037,VA,37.95352,Ð75.36386,2013-10-21,2013-09-29,MALE,UNKNOWN
9204,Full,NE-2013-1149380,NJ,39.581884,Ð74.221947,2013-07-18,2013-07-03,FEMALE,ADULT
9205,Full,NE-2013-1150147,NJ,38.930751,Ð74.910195,2013-08-22,2013-07-23,UNKNOWN,ADULT
9206,Full,NE-2013-1150148,NJ,39.626379,Ð74.189991,2013-08-18,2013-07-13,MALE,PUP/CALF
9208,Full,SE-2014-1154892,NC,34.557959,Ð77.288319,2014-01-10,2013-12-19,FEMALE,
9209,Full,NE-2013-1154898,NJ,39.583198,Ð74.220849,2013-10-08,2013-09-19,FEMALE,YEARLING
9212,Full,NE-2013-1151930,NJ,39.224981,Ð74.631887,2013-09-27,2013-08-21,UNKNOWN,PUP/CALF
9213,Full,NE-2013-1151931,NJ,39.976013,Ð74.064301,2013-09-28,2013-08-31,FEMALE,PUP/CALF
9214,Full,NE-2013-1151932,NJ,39.396136,Ð74.372816,2013-09-30,2013-08-30,MALE,ADULT
9215,Full,NE-2013-1151933,NJ,39.532605,Ð74.260891,2013-09-30,2013-08-29,UNKNOWN,YEARLING
9217,Full,NE-2013-1151717,NJ,39.091429,Ð74.71811,2013-09-10,2013-08-03,UNKNOWN,ADULT
9218,Full,NE-2013-1151738,NJ,40.203146,Ð74.005139,2013-09-11,2013-08-14,UNKNOWN,SUBADULT
9219,Full,NE-2013-1151739,NJ,39.161479,Ð74.684318,2013-09-16,2013-08-18,MALE,PUP/CALF
9220,Full,NE-2013-1151740,NJ,39.765181,Ð74.096566,2013-09-17,2013-08-21,MALE,PUP/CALF
9221,Full,SE-2013-1154471,NC,35.01026,Ð76.29793,2013-12-16,2013-11-10,UNKNOWN,PUP/CALF
9222,Full,SE-2013-1154472,NC,34.62131,Ð77.17068,2013-12-17,2013-11-20,MALE,PUP/CALF
9244,Full,NE-2013-1150149,NJ,39.183053,Ð74.668047,2013-08-19,2013-07-12,UNKNOWN,SUBADULT
9245,Full,SE-2013-1152799,NC,35.30864,Ð76.48283,2013-11-14,2013-10-21,MALE,SUBADULT
9246,Full,SE-2013-1152800,NC,34.67051,Ð76.59626,2013-11-14,2013-10-21,MALE,ADULT
9247,Full,SE-2014-1154899,NC,35.60651,Ð75.46513,2014-01-15,2013-12-24,MALE,SUBADULT
9248,Full,NE-2013-1154900,NJ,40.361508,Ð73.972076,2013-09-30,2013-09-13,FEMALE,SUBADULT
9249,Full,NE-2013-1154901,NJ,39.271801,Ð74.576149,2013-10-04,2013-09-17,MALE,ADULT
9250,Full,NE-2013-1154902,NJ,39.028951,Ð74.943954,2013-10-04,2013-09-19,MALE,ADULT
9251,Full,NE-2013-1154903,NJ,39.208564,Ð74.655207,2013-10-05,2013-09-15,FEMALE,YEARLING
9252,Full,NE-2013-1154904,NJ,38.938496,Ð74.889532,2013-10-05,2013-09-14,FEMALE,YEARLING
9254,Full,NE-2013-1151935,NJ,39.128445,Ð74.70557,2013-10-03,2013-08-29,FEMALE,PUP/CALF
9255,Full,NE-2013-1151936,NJ,39.149728,Ð74.692753,2013-10-04,2013-09-04,MALE,SUBADULT
9256,Full,SE-2013-1151938,NC,36.13353,Ð75.72843,2013-10-18,2013-09-16,UNKNOWN,UNKNOWN
9259,Full,NE-2013-1151741,NJ,40.157977,Ð74.019696,2013-09-01,2013-08-12,MALE,SUBADULT
9260,Full,NE-2013-1151744,NJ,40.207248,Ð74.00398,2013-09-17,2013-08-11,MALE,SUBADULT
9261,Full,NE-2013-1151746,NJ,39.029625,Ð74.775036,2013-09-19,2013-08-17,UNKNOWN,PUP/CALF
9262,Full,NE-2013-1154492,NY,40.62,Ð73.3025,2013-10-24,2013-09-30,MALE,SUBADULT
9263,Full,SE-2013-1154496,NC,34.595761,Ð77.233389,2013-12-18,2013-11-11,UNKNOWN,
9273,Full,SE-2013-1153162,GA,31.94407,Ð80.90575,2013-12-03,2013-11-08,MALE,ADULT
9274,Full,SE-2013-1153163,GA,31.28889,Ð81.27769,2013-12-04,2013-11-08,MALE,SUBADULT
9275,Full,SE-2013-1153164,GA,31.81765,Ð81.03546,2013-12-04,2013-11-06,FEMALE,SUBADULT
9278,Full,NE-2013-1154905,NJ,39.273558,Ð74.572675,2013-10-06,2013-09-16,FEMALE,YEARLING
9280,Full,NE-2013-1154908,NJ,39.092702,Ð74.716948,2013-10-07,2013-09-19,MALE,SUBADULT
9281,Full,NE-2013-1154909,NJ,38.938203,Ð74.971548,2013-10-08,2013-09-18,MALE,ADULT
9286,Full,NE-2013-1153273,VA,36.572921,Ð75.872467,2013-12-11,2013-11-02,UNKNOWN,UNKNOWN
9287,Full,NE-2013-1153274,VA,36.92848,Ð76.16936,2013-12-12,2013-11-17,MALE,UNKNOWN
9295,Full,SE-2013-1154534,NC,34.67063,Ð76.98253,2013-12-20,2013-11-29,MALE,SUBADULT
9297,Full,NE-2013-1151106,NJ,39.835598,Ð74.087947,2013-08-13,2013-07-25,MALE,PUP/CALF
9300,Full,SE-2013-1154510,SC,32.256959,Ð80.626548,2013-12-16,2013-11-21,FEMALE,ADULT
9311,Full,SE-2013-1153350,SC,32.63274,Ð79.98235,2013-12-15,2013-11-21,MALE,ADULT
9313,Full,SE-2013-1154474,SC,32.56512,Ð80.18234,2013-12-16,2013-11-18,MALE,YEARLING
9314,Full,SE-2013-1154475,SC,32.31194,Ð80.48555,2013-12-16,2013-11-11,UNKNOWN,SUBADULT
9323,Full,SE-2013-1151761,NC,34.56092,Ð77.28344,2013-10-07,2013-09-18,MALE,SUBADULT
9324,Full,SE-2013-1151763,NC,34.424674,Ð77.54512,2013-10-06,2013-09-15,FEMALE,SUBADULT
9325,Full,SE-2013-1151769,NC,34.58527,Ð77.24477,2013-10-07,2013-09-11,MALE,ADULT
9326,Full,NE-2013-1151108,NJ,39.554276,Ð74.242004,2013-08-14,2013-07-28,MALE,PUP/CALF
9327,Full,NE-2013-1151110,NJ,39.535825,Ð74.259095,2013-08-15,2013-07-22,FEMALE,ADULT
9328,Full,SE-2013-1151260,NC,36.467512,Ð75.8489,2013-09-20,2013-08-15,UNKNOWN,ADULT
9329,Full,SE-2013-1151261,NC,36.476159,Ð75.850611,2013-09-21,2013-08-18,UNKNOWN,UNKNOWN
9339,Full,SE-2013-1152113,NC,34.67043,Ð77.13998,2013-10-28,2013-10-06,FEMALE,SUBADULT
9340,Full,SE-2013-1152114,NC,35.740578,Ð75.502289,2013-10-29,2013-10-07,MALE,SUBADULT
9341,Full,NE-2013-1152115,NJ,39.420813,Ð74.346887,2013-09-12,2013-08-22,FEMALE,PUP/CALF
9370,Full,SE-2014-1156132,SC,32.22103,Ð80.66695,2014-03-02,2014-02-04,FEMALE,ADULT
9372,Full,SE-2014-1156134,SC,32.496936,Ð80.342756,2014-03-02,2014-02-07,UNKNOWN,SUBADULT
9390,Full,NE-2013-1151600,VA,36.60486,Ð75.8808,2013-09-27,2013-08-27,UNKNOWN,UNKNOWN
9392,Full,NE-2013-1151731,VA,36.74535,Ð75.94246,2013-10-04,2013-09-04,UNKNOWN,UNKNOWN
9393,Full,NE-2013-1151732,VA,37.380774,Ð76.435057,2013-10-04,2013-09-05,MALE,UNKNOWN
9394,Full,NE-2013-1151733,VA,37.58015,Ð75.6067,2013-10-04,2013-09-09,MALE,UNKNOWN
9395,Full,NE-2013-1151734,VA,36.821775,Ð75.966725,2013-10-05,2013-09-09,MALE,UNKNOWN
